,image_path,perimetric_complexity,pixel_complexity
151,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/低_Simplified_低.png,324.50575076580816,1283.0
152,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/住_Simplified_住.png,271.4760339340781,1143.0
153,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佐_Simplified_佐.png,289.75637077069507,1173.0
154,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佑_Simplified_佑.png,312.31939450130875,1272.0
155,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/体_Simplified_体.png,318.7465260562753,1233.0
156,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佔_Simplified_佔.png,267.64381915149096,1136.0
157,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/何_Simplified_何.png,286.0089937670508,1208.0
158,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佗_Simplified_佗.png,282.4113146755712,1098.0
159,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佘_Simplified_佘.png,304.1918274211717,1052.0
160,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/余_Simplified_余.png,312.78587137552654,1106.0
161,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佛_Simplified_佛.png,396.4872525850185,1686.0
162,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/作_Simplified_作.png,256.6810586092045,1050.0
163,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佝_Simplified_佝.png,330.4368204362896,1336.0
164,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/你_Simplified_你.png,277.3164380426396,1037.0
165,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佣_Simplified_佣.png,386.9351873313259,1674.0
166,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佩_Simplified_佩.png,409.95500736786914,1735.0
167,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佬_Simplified_佬.png,350.5591051744362,1350.0
168,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佯_Simplified_佯.png,292.6288649954226,1213.0
169,C:/Users/User/Downloads/hanzi_data_final/hanzi_data/images/Hiragino Sans GB_padded_lee/佰_Simplified_佰.png,331.44525544838035,1415.0
