character,pinyin,period,type,complexity,dataset,image_ID,dropdown_label
字,zi4,Traditional,pictophonetic,217.23207283204016,traditional,10,字 (zi4)
存,cun2,Traditional,pictophonetic,246.287363080314,traditional,9,存 (cun2)
孚,fu2,Traditional,pictosynthetic,193.0738719314969,traditional,34,孚 (fu2)
孛,bo2,Traditional,pictosynthetic,227.38439762485518,traditional,33,孛 (bo2)
孝,xiao4,Traditional,pictosynthetic,245.55056566361046,traditional,46,孝 (xiao4)
孟,meng4,Traditional,pictophonetic,272.8052132646095,traditional,13,孟 (meng4)
季,ji4,Traditional,pictosynthetic,223.50749474207035,traditional,29,季 (ji4)
孤,gu1,Traditional,pictophonetic,291.83213715127675,traditional,39,孤 (gu1)
孩,hai2,Traditional,pictophonetic,300.8123418795962,traditional,15,孩 (hai2)
孙,sun1,Traditional,pictosynthetic,318.3137583745611,traditional,1,孙 (sun1)
孬,nao1,Traditional,pictosynthetic,272.3325020376643,traditional,8,孬 (nao1)
孰,shu2,Traditional,pictosynthetic,320.4800647148827,traditional,26,孰 (shu2)
孵,fu1,Traditional,pictophonetic,362.0873512545449,traditional,31,孵 (fu1)
学,xue2,Traditional,other,350.33897132414415,traditional,1,学 (xue2)
孽,nie4,Traditional,pictophonetic,310.19449737916295,traditional,37,孽 (nie4)
孪,luan2,Traditional,other,349.8226395757981,traditional,27,孪 (luan2)
它,ta1,Traditional,pictographic,203.27260448039917,traditional,1,它 (ta1)
宅,zhai2,Traditional,pictophonetic,226.67482207247852,traditional,1,宅 (zhai2)
宇,yu3,Traditional,pictophonetic,195.47944962746374,traditional,28,宇 (yu3)
守,shou3,Traditional,pictosynthetic,199.56087703210676,traditional,1,守 (shou3)
安,an1,Traditional,pictosynthetic,244.15024977586205,traditional,1,安 (an1)
宋,song4,Traditional,pictosynthetic,238.13455719232138,traditional,44,宋 (song4)
完,wan2,Traditional,pictophonetic,235.61149353120703,traditional,1,完 (wan2)
宏,hong2,Traditional,pictophonetic,246.00878896894267,traditional,34,宏 (hong2)
宕,dang4,Traditional,other,269.6733118750367,traditional,11,宕 (dang4)
宗,zong1,Traditional,pictosynthetic,238.91472322052897,traditional,35,宗 (zong1)
官,guan1,Traditional,pictosynthetic,248.11836050775315,traditional,30,官 (guan1)
宙,zhou4,Traditional,pictophonetic,288.17139469521453,traditional,32,宙 (zhou4)
定,ding4,Traditional,pictosynthetic,247.61234436150812,traditional,32,定 (ding4)
宛,wan3,Traditional,pictophonetic,302.96052402702645,traditional,34,宛 (wan3)
宜,yi2,Traditional,pictosynthetic,279.38230434266086,traditional,24,宜 (yi2)
客,ke4,Traditional,pictophonetic,286.2864702848483,traditional,32,客 (ke4)
宣,xuan1,Traditional,pictophonetic,281.542474476191,traditional,27,宣 (xuan1)
室,shi4,Traditional,pictosynthetic,270.2121116015313,traditional,27,室 (shi4)
宫,gong1,Traditional,pictographic,258.98517075303863,traditional,9,宫 (gong1)
宰,zai3,Traditional,pictosynthetic,227.73290974937802,traditional,46,宰 (zai3)
害,hai4,Traditional,pictosynthetic,267.5860648482354,traditional,25,害 (hai4)
宴,yan4,Traditional,pictophonetic,287.01469863114056,traditional,26,宴 (yan4)
宵,xiao1,Traditional,pictophonetic,265.3468640262097,traditional,23,宵 (xiao1)
家,jia1,Traditional,pictosynthetic,283.85992309461085,traditional,19,家 (jia1)
容,rong2,Traditional,pictosynthetic,275.13508222720657,traditional,26,容 (rong2)
宿,su4,Traditional,pictophonetic,309.31974567173586,traditional,14,宿 (su4)
寂,ji4,Traditional,pictophonetic,306.47159049819464,traditional,35,寂 (ji4)
寄,ji4,Traditional,pictophonetic,249.10450923603779,traditional,26,寄 (ji4)
寅,yin2,Traditional,pictographic,270.7067636999908,traditional,47,寅 (yin2)
密,mi4,Traditional,pictophonetic,286.6456736192815,traditional,25,密 (mi4)
寇,kou4,Traditional,pictosynthetic,336.5409227665143,traditional,0,寇 (kou4)
富,fu4,Traditional,pictophonetic,293.5366466321402,traditional,47,富 (fu4)
寐,mei4,Traditional,pictophonetic,319.4774640710368,traditional,23,寐 (mei4)
寒,han2,Traditional,pictosynthetic,284.8780599623341,traditional,9,寒 (han2)
寓,yu4,Traditional,pictophonetic,328.40178765496864,traditional,1,寓 (yu4)
寞,mo4,Traditional,pictophonetic,299.82800477878584,traditional,25,寞 (mo4)
察,cha2,Traditional,pictophonetic,308.5697203724917,traditional,32,察 (cha2)
寡,gua3,Traditional,pictosynthetic,318.55164500676784,traditional,37,寡 (gua3)
寝,qin3,Traditional,other,363.5867750566998,traditional,31,寝 (qin3)
寥,liao2,Traditional,pictophonetic,272.0308083562123,traditional,33,寥 (liao2)
实,shi2,Traditional,pictosynthetic,302.3639005440299,traditional,25,实 (shi2)
宁,ning2,Traditional,pictophonetic,279.3972962689279,traditional,32,宁 (ning2)
寨,zhai4,Traditional,other,322.2461176440381,traditional,41,寨 (zhai4)
审,shen3,Traditional,pictophonetic,322.9129283601266,traditional,25,审 (shen3)
写,xie4,Traditional,other,287.27052299538366,traditional,28,写 (xie4)
宽,kuan1,Traditional,other,290.8743432866289,traditional,27,宽 (kuan1)
寰,huan2,Traditional,pictophonetic,334.110282903348,traditional,23,寰 (huan2)
宠,chong3,Traditional,pictophonetic,362.9379279969259,traditional,43,宠 (chong3)
宝,bao3,Traditional,pictosynthetic,312.56543507105727,traditional,33,宝 (bao3)
寸,cun4,Traditional,pictologic,135.18948818674963,traditional,35,寸 (cun4)
寺,si4,Traditional,other,186.63694194823614,traditional,7,寺 (si4)
封,feng1,Traditional,pictosynthetic,276.6579321635288,traditional,36,封 (feng1)
射,she4,Traditional,pictosynthetic,333.1543310970318,traditional,27,射 (she4)
将,jiang1,Traditional,pictophonetic,308.34387015535907,traditional,1,将 (jiang1)
专,zhuan1,Traditional,pictosynthetic,253.7971208669995,traditional,30,专 (zhuan1)
尊,zun1,Traditional,pictosynthetic,256.74099654334975,traditional,32,尊 (zun1)
寻,xun2,Traditional,pictophonetic,261.5654237064954,traditional,31,寻 (xun2)
对,dui4,Traditional,pictosynthetic,346.57862582675716,traditional,30,对 (dui4)
导,dao3,Traditional,other,286.3640495170325,traditional,32,导 (dao3)
小,xiao3,Traditional,pictologic,144.8638064461127,traditional,33,小 (xiao3)
少,shao4,Traditional,pictosynthetic,149.02406542170954,traditional,44,少 (shao4)
尕,ga3,Traditional,other,210.3607119039661,traditional,1,尕 (ga3)
尖,jian1,Traditional,pictosynthetic,179.83945410952367,traditional,1,尖 (jian1)
尚,shang4,Traditional,pictosynthetic,254.1896786018591,traditional,25,尚 (shang4)
尤,you2,Traditional,other,186.99413215131702,traditional,31,尤 (you2)
就,jiu4,Traditional,pictosynthetic,298.48067705713595,traditional,2,就 (jiu4)
尴,gan1,Traditional,pictophonetic,425.6933182183591,traditional,7,尴 (gan1)
尹,yin3,Traditional,pictosynthetic,214.87572081220804,traditional,33,尹 (yin3)
尺,chi3,Traditional,pictologic,205.89101031872622,traditional,39,尺 (chi3)
尻,kao1,Traditional,other,250.43334305498772,traditional,9,尻 (kao1)
尼,ni2,Traditional,pictosynthetic,223.2999602890564,traditional,37,尼 (ni2)
尾,yi3,Traditional,pictosynthetic,264.3614851289891,traditional,34,尾 (yi3)
尿,niao4,Traditional,pictosynthetic,244.40879018940376,traditional,40,尿 (niao4)
局,ju2,Traditional,pictosynthetic,259.71694302378523,traditional,37,局 (ju2)
屁,pi4,Traditional,pictophonetic,258.8372502526556,traditional,7,屁 (pi4)
屄,bi1,Traditional,other,255.28639077036928,traditional,25,屄 (bi1)
居,ju1,Traditional,pictographic,260.21206796574234,traditional,41,居 (ju1)
届,jie4,Traditional,other,285.59279871348076,traditional,40,届 (jie4)
屈,qu1,Traditional,pictophonetic,270.87635528826434,traditional,43,屈 (qu1)
屋,wu1,Traditional,pictosynthetic,275.558026055534,traditional,1,屋 (wu1)
屌,diao3,Traditional,pictophonetic,248.65379992523367,traditional,14,屌 (diao3)
尸,shi1,Traditional,pictographic,308.1801862521403,traditional,32,尸 (shi1)
屎,shi3,Traditional,pictophonetic,277.0279275815932,traditional,44,屎 (shi3)
屏,ping2,Traditional,pictophonetic,263.7360613666984,traditional,32,屏 (ping2)
屐,ji1,Traditional,other,315.20293095491104,traditional,27,屐 (ji1)
屑,xie4,Traditional,pictophonetic,267.1669561307234,traditional,29,屑 (xie4)
展,zhan3,Traditional,pictophonetic,304.53234037906407,traditional,40,展 (zhan3)
屉,ti4,Traditional,pictosynthetic,324.0280072211177,traditional,40,屉 (ti4)
屠,tu2,Traditional,pictophonetic,327.00329258671457,traditional,1,屠 (tu2)
屡,lv3,Traditional,pictophonetic,368.3503178425443,traditional,28,屡 (lv3)
层,ceng2,Traditional,other,327.8586884243348,traditional,29,层 (ceng2)
履,lv3,Traditional,pictosynthetic,358.56061153647545,traditional,30,履 (lv3)
属,zhu3,Traditional,other,362.80422643619295,traditional,41,属 (zhu3)
屯,zhun1,Traditional,pictosynthetic,201.95248454712817,traditional,34,屯 (zhun1)
山,shan1,Traditional,pictographic,175.0380062864952,traditional,37,山 (shan1)
屹,yi4,Traditional,pictophonetic,267.66970360767937,traditional,8,屹 (yi4)
岐,qi2,Traditional,pictosynthetic,282.08803075129356,traditional,25,岐 (qi2)
岑,cen2,Traditional,pictophonetic,196.60305056610554,traditional,13,岑 (cen2)
岔,cha4,Traditional,pictosynthetic,208.05934284281068,traditional,32,岔 (cha4)
冈,gang1,Traditional,other,309.9875126758792,traditional,19,冈 (gang1)
岬,jia3,Traditional,pictophonetic,288.75174609140424,traditional,2,岬 (jia3)
岸,an4,Traditional,pictophonetic,201.32779901157681,traditional,1,岸 (an4)
峙,zhi4,Traditional,pictophonetic,259.1989115753813,traditional,19,峙 (zhi4)
峨,e2,Traditional,pictophonetic,360.3544222265601,traditional,0,峨 (e2)
峭,qiao4,Traditional,pictophonetic,304.87216530474564,traditional,32,峭 (qiao4)
岛,dao3,Traditional,pictophonetic,256.09222605251705,traditional,1,岛 (dao3)
峻,jun4,Traditional,pictophonetic,309.96217986119905,traditional,9,峻 (jun4)
峡,xia2,Traditional,pictophonetic,310.3017617475383,traditional,1,峡 (xia2)
崇,chong2,Traditional,pictophonetic,229.92716458264664,traditional,22,崇 (chong2)
崎,qi2,Traditional,pictophonetic,297.5250226362355,traditional,1,崎 (qi2)
崔,cui1,Traditional,pictophonetic,256.4258829193371,traditional,26,崔 (cui1)
崖,ya2,Traditional,pictophonetic,244.02414054991826,traditional,26,崖 (ya2)
岗,gang3,Traditional,pictophonetic,267.36363473883284,traditional,44,岗 (gang3)
崩,beng1,Traditional,pictophonetic,283.86202946837443,traditional,23,崩 (beng1)
崴,wei1,Traditional,pictophonetic,304.1087062036669,traditional,22,崴 (wei1)
崽,zai3,Traditional,pictophonetic,248.66800796578985,traditional,9,崽 (zai3)
嵌,qian4,Traditional,pictophonetic,294.54366245708877,traditional,27,嵌 (qian4)
岚,lan2,Traditional,other,288.8543626958876,traditional,25,岚 (lan2)
岳,yue4,Traditional,pictosynthetic,331.1774215280518,traditional,19,岳 (yue4)
巅,dian1,Traditional,pictophonetic,360.77928524620177,traditional,49,巅 (dian1)
岩,yan2,Traditional,pictosynthetic,328.87393443095186,traditional,18,岩 (yan2)
川,chuan1,Traditional,pictographic,154.3773199403891,traditional,0,川 (chuan1)
州,zhou1,Traditional,pictosynthetic,219.89448889527628,traditional,6,州 (zhou1)
巡,xun2,Traditional,pictophonetic,272.2962317512279,traditional,20,巡 (xun2)
巢,chao2,Traditional,pictographic,288.44393094838813,traditional,26,巢 (chao2)
工,gong1,Traditional,pictographic,155.14831920290655,traditional,46,工 (gong1)
左,zuo3,Traditional,pictosynthetic,202.50552724628577,traditional,27,左 (zuo3)
巧,qiao3,Traditional,pictophonetic,219.4273752047685,traditional,50,巧 (qiao3)
巨,ju4,Traditional,pictographic,215.20349877209404,traditional,32,巨 (ju4)
巫,wu1,Traditional,pictographic,259.23048193674936,traditional,40,巫 (wu1)
差,cha4,Traditional,pictosynthetic,240.2838247944884,traditional,35,差 (cha4)
己,ji3,Traditional,pictographic,191.17651310872336,traditional,1,己 (ji3)
已,yi3,Traditional,pictographic,214.9720424766959,traditional,11,已 (yi3)
巳,si4,Traditional,pictographic,221.34823155920856,traditional,19,巳 (si4)
巴,ba1,Traditional,pictographic,250.64708597923183,traditional,40,巴 (ba1)
巷,xiang4,Traditional,pictosynthetic,255.2875783058784,traditional,34,巷 (xiang4)
巾,jin1,Traditional,pictographic,157.10606289076654,traditional,37,巾 (jin1)
市,shi4,Traditional,pictosynthetic,188.41966572723672,traditional,0,市 (shi4)
布,bu4,Traditional,pictophonetic,213.6584895592625,traditional,35,布 (bu4)
帆,fan1,Traditional,pictophonetic,275.40575078997125,traditional,38,帆 (fan1)
希,xi1,Traditional,pictosynthetic,225.98047826063723,traditional,31,希 (xi1)
帕,pa4,Traditional,pictophonetic,305.61516227342776,traditional,19,帕 (pa4)
帖,tie4,Traditional,pictophonetic,283.2277672248585,traditional,0,帖 (tie4)
帛,bo2,Traditional,pictophonetic,218.57909300703335,traditional,43,帛 (bo2)
帝,di4,Traditional,pictographic,229.7647810692453,traditional,26,帝 (di4)
帅,shuai4,Traditional,other,302.2608027270617,traditional,14,帅 (shuai4)
师,shi1,Traditional,pictosynthetic,316.06620261221616,traditional,30,师 (shi1)
席,xi2,Traditional,pictosynthetic,247.48199407330344,traditional,0,席 (xi2)
帐,zhang4,Traditional,pictophonetic,328.94219970484926,traditional,37,帐 (zhang4)
带,dai4,Traditional,pictographic,284.8306920207796,traditional,47,带 (dai4)
常,chang2,Traditional,pictophonetic,252.3014349815927,traditional,26,常 (chang2)
帽,mao4,Traditional,pictophonetic,353.0132565987036,traditional,41,帽 (mao4)
帧,zhen1,Traditional,pictophonetic,318.37579055026004,traditional,32,帧 (zhen1)
幅,fu2,Traditional,pictophonetic,355.0581307876656,traditional,26,幅 (fu2)
幡,fan1,Traditional,pictophonetic,383.0471459958087,traditional,31,幡 (fan1)
幢,zhuang4,Traditional,pictophonetic,360.1587301106453,traditional,1,幢 (zhuang4)
币,bi4,Traditional,other,303.10470592576974,traditional,26,币 (bi4)
帮,bang1,Traditional,pictophonetic,266.5687627732553,traditional,40,帮 (bang1)
平,ping2,Traditional,pictologic,185.37087071411275,traditional,17,平 (ping2)
年,nian2,Traditional,pictophonetic,190.6909107596096,traditional,50,年 (nian2)
幸,xing4,Traditional,pictosynthetic,191.13417982759225,traditional,39,幸 (xing4)
干,gan4,Traditional,other,323.426607541601,traditional,46,干 (gan4)
幻,huan4,Traditional,pictosynthetic,256.22158488264944,traditional,32,幻 (huan4)
幼,you4,Traditional,pictosynthetic,294.21836915355726,traditional,10,幼 (you4)
幽,you1,Traditional,pictosynthetic,392.0382772149228,traditional,34,幽 (you1)
几,ji3,Traditional,pictographic,366.02779831273807,traditional,10,几 (ji3)
庇,bi4,Traditional,pictophonetic,239.8000741464533,traditional,49,庇 (bi4)
序,xu4,Traditional,pictophonetic,219.31384618400847,traditional,11,序 (xu4)
底,di3,Traditional,pictophonetic,248.25806006821156,traditional,10,底 (di3)
店,dian4,Traditional,pictophonetic,208.38469022890945,traditional,48,店 (dian4)
庚,geng1,Traditional,pictographic,267.91032273382007,traditional,39,庚 (geng1)
府,fu3,Traditional,pictophonetic,246.9637556055258,traditional,42,府 (fu3)
度,du4,Traditional,pictophonetic,254.55000866476288,traditional,35,度 (du4)
座,zuo4,Traditional,pictophonetic,267.3578098507557,traditional,9,座 (zuo4)
库,ku4,Traditional,pictosynthetic,284.6646631105257,traditional,2,库 (ku4)
庭,ting2,Traditional,pictophonetic,285.7117797655089,traditional,42,庭 (ting2)
庵,an1,Traditional,pictophonetic,291.4253177649126,traditional,48,庵 (an1)
康,kang1,Traditional,pictosynthetic,300.1467581730886,traditional,40,康 (kang1)
庸,yong1,Traditional,pictosynthetic,332.1006889324738,traditional,26,庸 (yong1)
厕,ce4,Traditional,pictophonetic,278.68074565383034,traditional,1,厕 (ce4)
厢,xiang1,Traditional,pictophonetic,313.9117761170336,traditional,35,厢 (xiang1)
厦,xia4,Traditional,pictophonetic,294.6472274542715,traditional,48,厦 (xia4)
廉,lian2,Traditional,pictophonetic,338.9847009487811,traditional,48,廉 (lian2)
廊,lang2,Traditional,pictophonetic,299.1315084326827,traditional,40,廊 (lang2)
廖,liao4,Traditional,pictophonetic,285.70069215012546,traditional,49,廖 (liao4)
厨,chu2,Traditional,pictophonetic,302.8935795982235,traditional,0,厨 (chu2)
庙,miao4,Traditional,other,342.34582652664665,traditional,48,庙 (miao4)
厂,chang3,Traditional,other,335.80285324038766,traditional,26,厂 (chang3)
废,fei4,Traditional,pictophonetic,336.74431626491275,traditional,41,废 (fei4)
广,guang3,Traditional,other,297.01863836464906,traditional,35,广 (guang3)
厅,ting1,Traditional,pictophonetic,409.31331582178353,traditional,1,厅 (ting1)
延,yan2,Traditional,other,271.7416807254455,traditional,2,延 (yan2)
廷,ting2,Traditional,pictophonetic,285.2468067187338,traditional,36,廷 (ting2)
建,jian4,Traditional,pictosynthetic,317.4330236817735,traditional,13,建 (jian4)
廾,gong3,Traditional,pictographic,177.01737352968792,traditional,16,廾 (gong3)
廿,nian4,Traditional,pictosynthetic,209.3813800269012,traditional,36,廿 (nian4)
弄,nong4,Traditional,pictosynthetic,212.46853606973096,traditional,48,弄 (nong4)
弈,yi4,Traditional,pictophonetic,211.13159687532743,traditional,42,弈 (yi4)
弊,bi4,Traditional,pictophonetic,317.21168212179214,traditional,35,弊 (bi4)
弋,yi4,Traditional,pictographic,151.4326422664808,traditional,10,弋 (yi4)
式,shi4,Traditional,pictophonetic,218.38141805172808,traditional,30,式 (shi4)
弑,shi4,Traditional,pictophonetic,325.485382086352,traditional,2,弑 (shi4)
弓,gong1,Traditional,pictographic,166.42550381645896,traditional,11,弓 (gong1)
引,yin3,Traditional,pictologic,208.7239937223709,traditional,10,引 (yin3)
弗,fu2,Traditional,pictographic,267.3174292916962,traditional,11,弗 (fu2)
弘,hong2,Traditional,other,253.49381326840276,traditional,8,弘 (hong2)
弛,chi2,Traditional,pictophonetic,305.86488603921214,traditional,47,弛 (chi2)
弟,di4,Traditional,pictographic,254.79113088702061,traditional,40,弟 (di4)
弦,xian2,Traditional,pictophonetic,292.8705180763489,traditional,31,弦 (xian2)
弱,ruo4,Traditional,pictosynthetic,293.6104915585887,traditional,32,弱 (ruo4)
张,zhang1,Traditional,pictophonetic,320.32234836734403,traditional,1,张 (zhang1)
强,qiang2,Traditional,pictophonetic,335.83974394304545,traditional,31,强 (qiang2)
弹,tan2,Traditional,pictophonetic,363.63354737227246,traditional,39,弹 (tan2)
弥,mi2,Traditional,pictophonetic,481.7368927685336,traditional,19,弥 (mi2)
弯,wan1,Traditional,other,335.2872555365722,traditional,25,弯 (wan1)
形,xing2,Traditional,pictophonetic,276.0895644444212,traditional,29,形 (xing2)
彤,tong2,Traditional,pictosynthetic,300.93192113090447,traditional,38,彤 (tong2)
彦,yan4,Traditional,other,213.86186106186844,traditional,7,彦 (yan4)
彩,cai3,Traditional,pictophonetic,273.0449810884033,traditional,37,彩 (cai3)
彪,biao1,Traditional,pictosynthetic,312.50279670711245,traditional,42,彪 (biao1)
彬,bin1,Traditional,other,337.9138541612827,traditional,32,彬 (bin1)
彭,peng2,Traditional,pictosynthetic,295.1116060441446,traditional,49,彭 (peng2)
彰,zhang1,Traditional,pictophonetic,289.2422551884451,traditional,47,彰 (zhang1)
影,ying3,Traditional,pictophonetic,303.110144504769,traditional,8,影 (ying3)
彷,fang3,Traditional,pictophonetic,251.7216103634164,traditional,50,彷 (fang3)
役,yi4,Traditional,pictosynthetic,278.65826973290393,traditional,50,役 (yi4)
彼,bi3,Traditional,pictophonetic,324.45026206933187,traditional,27,彼 (bi3)
彽,di1,Traditional,pictophonetic,293.955866395563,traditional,37,彽 (di1)
往,wang3,Traditional,pictosynthetic,259.70244712652607,traditional,37,往 (wang3)
待,dai4,Traditional,pictophonetic,270.5673064555272,traditional,14,待 (dai4)
很,hen3,Traditional,pictophonetic,310.53802754851625,traditional,0,很 (hen3)
律,lv4,Traditional,pictophonetic,301.3835870913041,traditional,32,律 (lv4)
后,hou4,Traditional,pictosynthetic,320.96799478195743,traditional,0,后 (hou4)
徐,xu2,Traditional,pictophonetic,303.09285372949483,traditional,46,徐 (xu2)
径,jing4,Traditional,other,293.6996666699306,traditional,19,径 (jing4)
徒,tu2,Traditional,pictophonetic,288.3955248935543,traditional,9,徒 (tu2)
得,de5,Traditional,pictosynthetic,312.23843874656507,traditional,1,得 (de5)
从,cong2,Traditional,pictosynthetic,297.18903106697377,traditional,37,从 (cong2)
御,yu4,Traditional,pictosynthetic,348.5675199039065,traditional,15,御 (yu4)
复,fu4,Traditional,pictophonetic,344.33597747209126,traditional,0,复 (fu4)
循,xun2,Traditional,pictophonetic,356.9072656201208,traditional,42,循 (xun2)
微,wei1,Traditional,pictosynthetic,354.0097901456554,traditional,25,微 (wei1)
征,zheng1,Traditional,pictophonetic,366.49732077394697,traditional,19,征 (zheng1)
德,de2,Traditional,other,344.0040191561703,traditional,36,德 (de2)
彻,che4,Traditional,other,376.17786865746666,traditional,11,彻 (che4)
徽,hui1,Traditional,other,387.3513996590132,traditional,49,徽 (hui1)
心,xin1,Traditional,pictographic,169.96991620451124,traditional,7,心 (xin1)
必,bi4,Traditional,pictosynthetic,213.271861596654,traditional,20,必 (bi4)
忌,ji4,Traditional,pictophonetic,200.3572121797516,traditional,32,忌 (ji4)
忍,ren3,Traditional,pictophonetic,227.08527291674832,traditional,11,忍 (ren3)
忒,te4,Traditional,pictophonetic,201.45577262712828,traditional,49,忒 (te4)
忖,cun3,Traditional,pictophonetic,221.8565755098906,traditional,36,忖 (cun3)
志,zhi4,Traditional,pictophonetic,184.0971827711779,traditional,41,志 (zhi4)
忘,wang4,Traditional,pictophonetic,186.00004598846056,traditional,41,忘 (wang4)
忙,mang2,Traditional,pictophonetic,220.4749780774767,traditional,50,忙 (mang2)
忠,zhong1,Traditional,pictophonetic,211.25776218480908,traditional,7,忠 (zhong1)
快,kuai4,Traditional,pictophonetic,277.2970748119698,traditional,38,快 (kuai4)
念,nian4,Traditional,pictophonetic,195.88701413156676,traditional,26,念 (nian4)
忽,hu1,Traditional,pictophonetic,239.1197588973841,traditional,14,忽 (hu1)
忿,fen4,Traditional,pictophonetic,203.33462458849928,traditional,31,忿 (fen4)
怎,zen3,Traditional,pictophonetic,189.20555345282503,traditional,13,怎 (zen3)
怒,nu4,Traditional,pictophonetic,269.8328724686631,traditional,28,怒 (nu4)
怕,pa4,Traditional,pictophonetic,288.1382129058222,traditional,14,怕 (pa4)
怖,bu4,Traditional,pictophonetic,279.5307980829227,traditional,17,怖 (bu4)
思,si1,Traditional,pictosynthetic,254.047530686948,traditional,50,思 (si1)
怠,dai4,Traditional,pictophonetic,203.3489763275935,traditional,27,怠 (dai4)
怡,yi2,Traditional,pictophonetic,266.5889827187832,traditional,20,怡 (yi2)
急,ji2,Traditional,pictophonetic,247.9338087138703,traditional,36,急 (ji2)
性,xing4,Traditional,pictophonetic,275.02090126165194,traditional,7,性 (xing4)
怨,yuan4,Traditional,pictophonetic,255.9182743618699,traditional,17,怨 (yuan4)
怪,guai4,Traditional,pictophonetic,292.6426940274588,traditional,38,怪 (guai4)
怯,qie4,Traditional,pictophonetic,247.29011351419103,traditional,13,怯 (qie4)
怵,chu4,Traditional,pictophonetic,270.8971887217687,traditional,26,怵 (chu4)
恒,heng2,Traditional,pictosynthetic,290.3082270053594,traditional,41,恒 (heng2)
恍,huang3,Traditional,pictophonetic,270.4764117345321,traditional,39,恍 (huang3)
恐,kong3,Traditional,pictophonetic,251.3080036259395,traditional,26,恐 (kong3)
恕,shu4,Traditional,pictophonetic,265.6914358817717,traditional,32,恕 (shu4)
恙,yang4,Traditional,pictophonetic,211.57632227042376,traditional,45,恙 (yang4)
恢,hui1,Traditional,pictophonetic,279.0271151558974,traditional,12,恢 (hui1)
恣,zi4,Traditional,pictophonetic,232.1622361810102,traditional,7,恣 (zi4)
恤,xu4,Traditional,pictophonetic,301.85086258413,traditional,39,恤 (xu4)
耻,chi3,Traditional,pictophonetic,259.4081879181058,traditional,20,耻 (chi3)
恨,hen4,Traditional,pictophonetic,320.2970124395337,traditional,48,恨 (hen4)
恩,en1,Traditional,pictophonetic,272.733134029122,traditional,0,恩 (en1)
恬,tian2,Traditional,other,277.02759271788625,traditional,50,恬 (tian2)
恭,gong1,Traditional,pictophonetic,236.2792765185068,traditional,45,恭 (gong1)
息,xi1,Traditional,pictosynthetic,229.3275802528433,traditional,0,息 (xi1)
恰,qia4,Traditional,pictophonetic,276.2048161170778,traditional,46,恰 (qia4)
悃,kun3,Traditional,pictophonetic,381.2546061240768,traditional,15,悃 (kun3)
悄,qiao1,Traditional,pictophonetic,294.4241547050474,traditional,33,悄 (qiao1)
悦,yue4,Traditional,pictophonetic,277.26461720334623,traditional,10,悦 (yue4)
悉,xi1,Traditional,pictosynthetic,229.97710662908548,traditional,18,悉 (xi1)
悍,han4,Traditional,pictophonetic,278.508325012481,traditional,0,悍 (han4)
悔,hui3,Traditional,pictophonetic,332.7349167127973,traditional,7,悔 (hui3)
悟,wu4,Traditional,pictophonetic,318.4679761704048,traditional,50,悟 (wu4)
悠,you1,Traditional,pictophonetic,267.5095495607908,traditional,19,悠 (you1)
患,huan4,Traditional,pictophonetic,259.820482709335,traditional,46,患 (huan4)
您,nin2,Traditional,pictophonetic,257.7816858889359,traditional,36,您 (nin2)
悲,bei1,Traditional,pictophonetic,229.57991666355775,traditional,38,悲 (bei1)
悴,cui4,Traditional,pictophonetic,264.8217722008253,traditional,11,悴 (cui4)
闷,men4,Traditional,pictophonetic,344.9778607033499,traditional,10,闷 (men4)
悼,dao4,Traditional,pictophonetic,277.180770949649,traditional,32,悼 (dao4)
凄,qi1,Traditional,pictophonetic,328.8088579090504,traditional,2,凄 (qi1)
情,qing2,Traditional,pictophonetic,284.8283427948694,traditional,20,情 (qing2)
惑,huo4,Traditional,pictophonetic,261.3068685477266,traditional,14,惑 (huo4)
惜,xi1,Traditional,pictophonetic,308.23743015641725,traditional,10,惜 (xi1)
惟,wei2,Traditional,pictophonetic,319.43371336099466,traditional,8,惟 (wei2)
惠,hui4,Traditional,pictosynthetic,255.03932637575548,traditional,0,惠 (hui4)
恶,e4,Traditional,other,265.48933139153496,traditional,38,恶 (e4)
惦,dian4,Traditional,pictophonetic,300.422147749558,traditional,33,惦 (dian4)
恼,nao3,Traditional,pictophonetic,367.2134835575144,traditional,25,恼 (nao3)
想,xiang3,Traditional,pictophonetic,295.38635738827173,traditional,19,想 (xiang3)
惹,re3,Traditional,pictophonetic,255.140229830806,traditional,45,惹 (re3)
惺,xing1,Traditional,pictophonetic,330.9424498576124,traditional,42,惺 (xing1)
愁,chou2,Traditional,pictophonetic,292.6772841952649,traditional,18,愁 (chou2)
愈,yu4,Traditional,pictophonetic,259.4116306131634,traditional,36,愈 (yu4)
愉,yu2,Traditional,pictophonetic,333.03878189242823,traditional,36,愉 (yu2)
意,yi4,Traditional,pictosynthetic,258.959720279654,traditional,0,意 (yi4)
愕,e4,Traditional,pictophonetic,320.63520367288606,traditional,27,愕 (e4)
愚,yu2,Traditional,pictophonetic,301.6448049818,traditional,27,愚 (yu2)
爱,ai4,Traditional,other,266.4817543466698,traditional,2,爱 (ai4)
感,gan3,Traditional,pictophonetic,297.31919590250925,traditional,48,感 (gan3)
愣,leng4,Traditional,other,324.9451941568945,traditional,15,愣 (leng4)
愧,kui4,Traditional,pictophonetic,360.5721959959091,traditional,29,愧 (kui4)
恺,kai3,Traditional,pictophonetic,302.2403563751379,traditional,37,恺 (kai3)
