,rendered_character,simplified_character,period,image_id,distinctiveness,nearest neighbours,perimetric_complexity,pixel_complexity
5894,洲,洲,Simplified,82,112.05562837123804,"['帅', '侧', '呐', '测', '似', '训', '帆', '沛', '册', '沉']",31.993270957162018,10851.0
5895,任,任,Simplified,103,93.69534576410918,"['伦', '仕', '仨', '信', '俭', '仔', '便', '什', '住', '化']",28.883413042613398,9321.0
5896,衰,衰,Simplified,58,112.54256639661943,"['裹', '恙', '莹', '妻', '豪', '尊', '麦', '亲', '争', '育']",33.09313113245072,11547.0
5897,娘,娘,Simplified,14,106.75149049424756,"['坡', '绯', '掖', '树', '姣', '她', '泱', '嫂', '谓', '秧']",37.08719350790608,13013.0
5898,嘘,嘘,Simplified,82,105.1593469088477,"['涂', '嗟', '旗', '谩', '些', '婚', '成', '溪', '撮', '芋']",35.47820206139487,13060.0
5899,焖,焖,Simplified,53,129.40977137228293,"['炯', '愉', '悯', '枫', '姻', '炮', '焕', '桐', '蜘', '燃']",38.29089864199027,13107.0
5900,姚,姚,Simplified,31,110.41861448353689,"['挑', '树', '妲', '姣', '嬷', '妖', '姓', '她', '娟', '谓']",34.55242495370553,12514.0
5901,蝶,蝶,Simplified,51,137.46340289750518,"['蜡', '峰', '膛', '喋', '蟠', '踩', '嗤', '蹉', '劈', '愕']",39.88167494382809,14097.0
5902,刺,刺,Simplified,108,109.5065082259508,"['系', '邹', '孙', '函', '削', '刮', '判', '玉', '引', '狂']",31.480683211008827,11812.0
5903,棺,棺,Simplified,58,104.00782539202916,"['榨', '柠', '棕', '桔', '拾', '检', '掖', '抢', '披', '梳']",39.000333076475506,13811.0
5904,恰,恰,Simplified,120,102.70151617698347,"['惊', '悟', '性', '忾', '怯', '悼', '临', '愧', '棒', '恬']",31.132119020957276,10921.0
5905,龄,龄,Simplified,69,125.36463401693904,"['趁', '捡', '怜', '追', '泠', '蛤', '检', '洽', '拾', '些']",38.85362798073128,13598.0
5906,恤,恤,Simplified,137,115.76953274146948,"['临', '呃', '顺', '泊', '归', '洒', '愧', '怕', '伯', '悼']",38.7283330372935,12641.0
5907,扫,扫,Simplified,73,110.10741697485624,"['打', '扩', '抖', '拔', '闷', '开', '拧', '扭', '权', '狂']",33.275612884088964,11327.0
5908,祢,祢,Simplified,33,113.8729965357659,"['棕', '郁', '枕', '梳', '构', '枪', '镍', '枫', '槌', '棉']",33.56184821933441,11633.0
5909,其,其,Simplified,13,118.86685813974866,"['革', '身', '真', '秉', '某', '贰', '草', '冥', '基', '县']",29.243029164964963,10344.0
5910,运,运,Simplified,132,108.04683991067252,"['迈', '迄', '近', '匠', '正', '此', '豆', '庄', '泣', '巨']",29.612001431040145,10062.0
5911,渺,渺,Simplified,89,119.1062913625833,"['锄', '沉', '沛', '纱', '炒', '候', '冲', '湾', '沙', '浓']",34.86404441215674,12349.0
5912,致,致,Simplified,142,108.370829317905,"['砍', '敢', '玷', '硕', '歌', '放', '叛', '故', '数', '狡']",32.895561182793735,12480.0
5913,薰,薰,Simplified,25,132.69871840956893,"['墨', '噻', '熏', '黑', '意', '董', '嘿', '鹿', '零', '啧']",35.904695541018924,12855.0
5914,症,症,Simplified,107,114.49472190111446,"['迄', '拒', '在', '泣', '远', '疲', '庄', '拄', '痉', '扛']",32.50130493005829,11084.0
5915,骐,骐,Simplified,21,134.3158086336475,"['馏', '柑', '嘘', '醋', '婚', '弹', '骑', '雕', '骝', '琪']",40.20165900248344,15086.0
5916,帘,帘,Simplified,133,116.79808080198106,"['容', '窃', '寓', '条', '忿', '宕', '冷', '突', '守', '宠']",28.047851846238743,9067.0
5917,漠,漠,Simplified,48,106.6598421767311,"['潇', '浸', '湛', '荣', '沽', '漂', '泛', '涂', '语', '湿']",34.39965443088329,12096.0
5918,摒,摒,Simplified,22,109.97005778181055,"['探', '据', '搽', '掘', '捞', '捣', '揉', '振', '接', '摄']",41.72546427239533,14395.0
5919,冒,冒,Simplified,9,119.88587313439628,"['昌', '曰', '自', '宜', '量', '写', '呈', '旬', '星', '夏']",32.57817195772442,11474.0
5920,讲,讲,Simplified,13,113.89911243674776,"['洪', '冲', '试', '谋', '进', '设', '沭', '讯', '诺', '闹']",30.881440011219617,10766.0
5921,粑,粑,Simplified,15,121.6968167837666,"['耙', '赵', '剁', '趣', '邑', '匙', '爬', '肥', '邹', '叔']",33.8017098630375,13053.0
5922,矮,矮,Simplified,9,133.12015482768277,"['矬', '锈', '短', '辆', '姣', '贬', '钵', '彼', '钝', '饭']",38.4911621937537,14188.0
5923,蜕,蜕,Simplified,48,114.13200975075168,"['哎', '技', '蜡', '垃', '琐', '娟', '坡', '咳', '块', '撑']",35.9466506812524,12438.0
5924,嚎,嚎,Simplified,18,121.12461372645294,"['噫', '嘎', '嚓', '啐', '喏', '嚄', '咳', '嗌', '嚯', '噘']",31.732775480742717,12467.0
5925,常,常,Simplified,11,126.3066914766403,"['普', '营', '单', '弟', '兽', '前', '奠', '掌', '棠', '嘈']",29.79925559931297,10092.0
5926,避,避,Simplified,128,121.83126699078473,"['驱', '疏', '辟', '疑', '题', '陆', '瞳', '骝', '跷', '跃']",41.28472985642522,14911.0
5927,骥,骥,Simplified,27,140.29893358054773,"['踱', '鲭', '蹉', '蹬', '峰', '懂', '蝶', '隋', '骐', '嗟']",46.916728483281034,17091.0
5928,喷,喷,Simplified,73,117.40942478238917,"['柩', '镇', '腰', '嗑', '厦', '特', '嗄', '嚯', '监', '嘭']",32.85338742459866,11759.0
5929,浴,浴,Simplified,11,107.65449684077744,"['诊', '沿', '洽', '治', '泻', '冶', '活', '资', '讫', '靖']",32.873705836514794,11041.0
5930,杰,杰,Simplified,22,104.93778980844976,"['杏', '吝', '事', '末', '夫', '靖', '冰', '汰', '木', '禾']",26.131149766631488,8544.0
5931,腓,腓,Simplified,6,119.41688350925168,"['脚', '朋', '腿', '肢', '眯', '肺', '肠', '脉', '赚', '胰']",38.223431825342885,14193.0
5932,赫,赫,Simplified,41,126.76596494688415,"['辣', '赦', '棘', '轴', '劫', '蒜', '款', '栋', '林', '辅']",39.285500841326666,14157.0
5933,惑,惑,Simplified,104,106.33964974417611,"['谎', '萍', '靖', '荡', '镍', '裹', '错', '悲', '芜', '访']",30.136876928234567,11209.0
5934,歇,歇,Simplified,15,129.81080881906024,"['掣', '敏', '影', '晏', '滕', '助', '眼', '疑', '歌', '肿']",42.27302559514425,15251.0
5935,柠,柠,Simplified,66,108.32707693138136,"['拧', '棺', '枚', '标', '狞', '拢', '挖', '抢', '棕', '棉']",33.59148219952222,11145.0
5936,措,措,Simplified,36,105.87582464744872,"['拮', '指', '描', '醋', '抬', '槽', '菲', '蒋', '搏', '搭']",36.93279955149363,14719.0
5937,冢,冢,Simplified,22,128.86326498666654,"['象', '显', '凤', '绿', '易', '穿', '罗', '豪', '家', '景']",37.78009640169626,12465.0
5938,比,比,Simplified,91,96.48396173842713,"['业', '七', '以', '水', '叶', '长', '火', '议', '山', '片']",28.74173303101377,9967.0
5939,赵,赵,Simplified,101,109.72138171418332,"['赴', '枢', '担', '趣', '扭', '巡', '赶', '挞', '扯', '钛']",35.29600875628878,12048.0
5940,访,访,Simplified,5,92.24692623313427,"['沾', '讨', '靖', '汶', '泣', '污', '玷', '沫', '沽', '法']",28.75337631739612,9921.0
5941,屠,屠,Simplified,81,119.33091122977324,"['著', '薛', '菜', '莓', '蔗', '吞', '荼', '廉', '暮', '屉']",34.87946662421935,13167.0
5942,刚,刚,Simplified,11,125.3683629450197,"['利', '瓜', '刷', '桐', '洲', '囡', '戚', '剁', '刑', '殷']",34.61296972371703,12046.0
5943,绳,绳,Simplified,44,120.75740685772784,"['御', '缉', '锄', '飨', '斟', '绝', '纤', '绯', '纯', '识']",37.68126732103503,13178.0
5944,隔,隔,Simplified,86,121.79205421531832,"['愧', '阵', '调', '隙', '晒', '胶', '陌', '悦', '焰', '擂']",39.95497247592263,14437.0
5945,躬,躬,Simplified,12,121.72501198012044,"['助', '眼', '邮', '躲', '盼', '锄', '肚', '身', '好', '轩']",37.18757487873687,13842.0
5946,蛇,蛇,Simplified,32,119.25077547394372,"['蚂', '帽', '蛟', '踪', '鲸', '馆', '蛙', '坡', '纽', '螺']",35.14859687294269,12344.0
5947,屡,屡,Simplified,5,120.87934236477618,"['尾', '履', '辱', '属', '侯', '居', '国', '璧', '屎', '凰']",34.25353558003193,13237.0
5948,废,废,Simplified,107,106.32476288763624,"['哀', '英', '宠', '庞', '复', '底', '豆', '庇', '吝', '龙']",30.973481090837677,11219.0
5949,塑,塑,Simplified,95,147.5234794524408,"['朔', '禁', '煌', '盏', '粗', '柴', '狸', '羯', '望', '樊']",38.1647433502525,14514.0
5950,满,满,Simplified,8,114.84678758346918,"['漏', '潇', '藏', '滞', '荡', '谎', '萍', '涡', '惑', '蔽']",40.225014542305196,14209.0
5951,编,编,Simplified,134,134.51403822459116,"['绵', '偏', '缩', '绳', '婶', '铜', '锅', '锄', '御', '端']",37.03336574344352,14307.0
5952,萤,萤,Simplified,90,113.80960735054056,"['荧', '莹', '营', '涝', '莞', '感', '劳', '凉', '荣', '哇']",36.21506501900481,12025.0
5953,甲,甲,Simplified,118,104.50443677118744,"['中', '电', '卵', '罕', '沉', '呵', '汉', '汗', '牛', '申']",22.14665252582615,8415.0
5954,死,死,Simplified,18,103.62637986767535,"['弘', '尼', '玉', '天', '孔', '乱', '无', '在', '石', '礼']",32.134254857954815,11172.0
5955,够,够,Simplified,29,126.85737670865618,"['傍', '倭', '侈', '锈', '稻', '晒', '暧', '侨', '镀', '丽']",37.99584991061489,13959.0
5956,并,并,Simplified,58,111.6305230148694,"['羊', '肴', '杀', '在', '开', '壮', '平', '弄', '养', '靖']",23.49574789596833,8144.0
5957,帛,帛,Simplified,1,114.40855440531064,"['昴', '努', '胃', '荷', '名', '昌', '卑', '弗', '早', '昂']",27.130814496299454,9356.0
5958,碳,碳,Simplified,54,117.953179038129,"['醋', '瑞', '碟', '擤', '粥', '残', '张', '砰', '镚', '碰']",35.31864323551628,12942.0
5959,咒,咒,Simplified,114,122.25323855983822,"['呓', '哭', '吧', '昭', '叽', '迟', '允', '饥', '三', '兕']",30.82074661278838,10345.0
5960,噙,噙,Simplified,12,121.2338487313315,"['食', '啥', '含', '布', '舍', '拿', '富', '昔', '噫', '擒']",36.473976253951086,13567.0
5961,懒,懒,Simplified,84,123.2904315634283,"['彬', '枝', '榛', '楚', '樊', '揽', '横', '烧', '植', '槌']",43.35252077043395,15095.0
5962,庚,庚,Simplified,27,120.04242676626718,"['唇', '厌', '丙', '康', '厦', '辰', '下', '废', '厉', '党']",30.87685790739714,11565.0
5963,揉,揉,Simplified,133,97.31530859459136,"['拴', '挣', '拣', '抹', '拄', '搽', '拌', '换', '接', '挽']",38.758315416215005,14234.0
5964,瞻,瞻,Simplified,123,117.67308544368775,"['晚', '瞬', '睇', '眶', '睬', '晖', '赃', '腰', '晔', '眸']",38.299104256074116,15050.0
5965,伽,伽,Simplified,19,111.17167258062996,"['仁', '亿', '众', '仟', '仙', '瓜', '私', '么', '优', '秋']",28.522558896065558,10396.0
5966,蟾,蟾,Simplified,44,121.70258762055502,"['蜂', '蜗', '熄', '赚', '蛟', '蛙', '蜷', '蜘', '幢', '瞌']",39.69826307107428,14301.0
5967,嫩,嫩,Simplified,133,120.94338833911806,"['树', '嬷', '楸', '镍', '棘', '姊', '饭', '彬', '淋', '纳']",39.15750540383585,14275.0
5968,管,管,Simplified,90,114.17025093112946,"['筐', '飨', '答', '莫', '崇', '党', '等', '傍', '岩', '佑']",32.21962492425355,11325.0
5969,得,得,Simplified,135,110.02054965463336,"['捍', '谓', '俱', '闭', '俚', '闸', '误', '闰', '涡', '坦']",37.69224212536009,12453.0
5970,曝,曝,Simplified,38,123.69590991476862,"['绿', '喝', '腮', '噫', '喂', '暇', '愕', '瞻', '嘚', '畸']",40.74323895857,15591.0
5971,惺,惺,Simplified,13,117.20777981913838,"['悍', '慌', '愕', '恨', '慢', '悦', '愣', '惧', '惜', '惨']",40.65618393254123,14188.0
5972,挨,挨,Simplified,22,105.66238130393396,"['揪', '拴', '投', '溪', '袄', '放', '杉', '冶', '做', '扮']",34.10330161670169,12610.0
5973,料,料,Simplified,23,106.18026008578524,"['杜', '桃', '杵', '秆', '抖', '栎', '私', '枚', '杉', '桦']",33.1645286813135,12205.0
5974,嘀,嘀,Simplified,35,115.22754845459016,"['嘣', '嗬', '哨', '哺', '啃', '嗝', '喃', '咳', '暗', '晴']",35.96052073992501,12999.0
5975,伙,伙,Simplified,52,116.45145362162276,"['狄', '似', '补', '化', '礼', '桃', '壮', '祺', '玷', '优']",29.29900670328123,9603.0
5976,楞,楞,Simplified,60,114.44942525018404,"['棱', '楼', '柳', '爬', '谓', '棚', '檀', '棵', '枫', '视']",38.436689337249554,14561.0
5977,卓,卓,Simplified,48,116.25485079691688,"['牟', '淖', '真', '氧', '直', '阜', '堂', '掉', '丰', '手']",21.083699502247136,8108.0
5978,写,写,Simplified,141,110.13941077506142,"['军', '吕', '乌', '曰', '鸟', '昌', '号', '罗', '员', '甩']",31.525255709379387,10757.0
5979,曹,曹,Simplified,16,109.9400668233148,"['梦', '革', '著', '苦', '莓', '鸢', '芳', '昔', '孽', '董']",32.31854373068023,12296.0
5980,序,序,Simplified,38,105.95725465995692,"['本', '夺', '厅', '考', '厚', '厉', '手', '友', '乌', '牙']",25.473466234141302,8810.0
5981,尔,尔,Simplified,46,107.3805426050366,"['宋', '朵', '朱', '杂', '余', '禾', '斥', '社', '矢', '主']",25.662206156384094,8773.0
5982,馨,馨,Simplified,11,122.21470572292948,"['莺', '莽', '萘', '孽', '芽', '薛', '槽', '擤', '莫', '菁']",37.218967435549885,14550.0
5983,部,部,Simplified,77,111.09480402829143,"['郁', '郭', '卸', '都', '却', '郊', '新', '故', '韶', '社']",27.586898598381694,10366.0
5984,嗯,嗯,Simplified,25,121.7467073057727,"['噫', '咽', '呢', '啸', '咀', '吧', '呗', '涩', '噢', '阎']",40.95044436724584,13513.0
5985,膛,膛,Simplified,74,114.05381696257534,"['辟', '瞎', '破', '哇', '校', '跛', '榨', '枝', '瑞', '糖']",38.76282389357847,14767.0
5986,影,影,Simplified,93,119.75588819826572,"['筹', '跃', '彤', '眼', '助', '肚', '肢', '勘', '疑', '敏']",36.02604234211515,12470.0
5987,饥,饥,Simplified,8,110.28988210146876,"['叭', '纽', '叼', '忽', '沉', '即', '叽', '跟', '几', '侧']",31.548027443204305,10673.0
5988,薄,薄,Simplified,70,118.79655851613644,"['萍', '荡', '蓉', '蓬', '藩', '潇', '港', '薛', '簿', '陵']",34.06210419761294,12571.0
5989,巩,巩,Simplified,39,109.20273208742174,"['讯', '沉', '玷', '开', '玑', '诏', '砍', '狂', '迁', '环']",28.498945301167705,10473.0
5990,冗,冗,Simplified,99,102.78726262769489,"['见', '公', '田', '污', '父', '囚', '代', '乞', '幻', '闪']",29.24665508211108,9668.0
5991,沉,沉,Simplified,113,92.15328321932334,"['江', '块', '泅', '电', '汉', '诚', '汲', '泥', '肛', '诏']",29.749338474833962,10019.0
5992,膝,膝,Simplified,86,123.71937501724516,"['豚', '胰', '恢', '胚', '脖', '腋', '腌', '脑', '肢', '肠']",39.47042645032995,15690.0
5993,保,保,Simplified,99,106.5636057273994,"['仟', '便', '佣', '侯', '依', '律', '体', '侵', '倭', '侠']",32.74452901653584,11546.0
5994,厘,厘,Simplified,63,116.22190517520724,"['偎', '俚', '凰', '僵', '固', '俱', '膘', '伶', '傻', '眉']",33.600437850906225,12409.0
5995,彦,彦,Simplified,121,122.0297165657989,"['麦', '疗', '疡', '疲', '痉', '茄', '痂', '疾', '妾', '痒']",24.873889496917148,8334.0
5996,蒂,蒂,Simplified,9,116.78997669268172,"['帝', '苇', '菩', '萘', '莽', '苹', '蓄', '幕', '带', '萃']",27.451778863466412,10601.0
5997,盅,盅,Simplified,101,117.35600221300793,"['遣', '蛊', '遗', '遍', '透', '宣', '迷', '置', '跌', '土']",28.490158773710927,11624.0
5998,倌,倌,Simplified,19,99.64870608688014,"['侬', '信', '俱', '伶', '佝', '伪', '修', '伯', '但', '俭']",33.18287898787313,11851.0
5999,盟,盟,Simplified,108,130.56416597038623,"['量', '禁', '盏', '里', '怒', '图', '望', '莫', '漕', '些']",39.27946517697901,14864.0
6000,病,病,Simplified,62,114.52362781905444,"['流', '疏', '稿', '描', '靖', '柄', '眩', '着', '胶', '校']",31.08312317841171,12275.0
6001,突,突,Simplified,55,115.24083724639264,"['矣', '宪', '宝', '坟', '安', '宛', '家', '英', '牢', '穿']",30.721242116696924,9816.0
6002,寨,寨,Simplified,15,111.36884144904074,"['寰', '案', '害', '赛', '寝', '宪', '察', '家', '寡', '窠']",37.541103595498456,12887.0
6003,虚,虚,Simplified,105,131.23308610445366,"['虔', '聂', '曼', '廖', '残', '嘘', '类', '说', '裹', '虞']",28.95414513462335,11378.0
6004,卷,卷,Simplified,91,110.23862471914092,"['巷', '汽', '沧', '抢', '讫', '淹', '诡', '尚', '芬', '危']",31.54705070588136,11330.0
6005,糗,糗,Simplified,32,119.22234705293904,"['挨', '搔', '贵', '辉', '损', '换', '禁', '掸', '糟', '糁']",38.21921166149041,15175.0
6006,具,具,Simplified,121,116.58739815059891,"['冥', '县', '甥', '跌', '肢', '且', '助', '勘', '只', '毋']",31.350565392010367,10371.0
6007,性,性,Simplified,37,104.60522529014202,"['临', '恰', '怡', '兆', '怯', '炮', '牧', '收', '悼', '柱']",31.410839203115977,11024.0
6008,捅,捅,Simplified,64,108.72007219344124,"['描', '捣', '揭', '摆', '摄', '挪', '掼', '披', '捐', '拐']",36.96116615034819,14517.0
6009,蚕,蚕,Simplified,120,111.21742216160926,"['蚤', '灸', '乔', '昼', '套', '条', '责', '奄', '吞', '吝']",30.63665874657097,11069.0
6010,猎,猎,Simplified,80,110.74450637120142,"['课', '咖', '嗝', '靖', '俏', '二', '嗬', '谎', '寓', '捐']",40.304688948064154,14935.0
6011,远,远,Simplified,74,104.62604175140376,"['迹', '迄', '递', '遂', '垂', '途', '迈', '资', '英', '足']",31.11898691670448,10649.0
6012,又,又,Simplified,42,88.11436033681369,"['叉', '贝', '见', '丈', '文', '口', '刁', '几', '义', '乙']",23.295019729583373,8193.0
6013,琼,琼,Simplified,86,103.41118092187932,"['玷', '泠', '娟', '砍', '改', '讨', '沉', '江', '沾', '烁']",30.267017662496812,10760.0
6014,寸,寸,Simplified,117,102.37964208660946,"['才', '于', '丁', '支', '士', '字', '刁', '打', '子', '开']",19.591368857239427,7031.0
6015,苔,苔,Simplified,33,104.2590840729944,"['苦', '芒', '苍', '茬', '茧', '芝', '艺', '莫', '苗', '昔']",27.439655268731297,9480.0
6016,胎,胎,Simplified,32,113.33098912313244,"['盼', '脸', '胸', '胆', '邮', '哈', '鹏', '昨', '肢', '晌']",38.95080493314792,13257.0
6017,膳,膳,Simplified,16,120.69393575015586,"['朕', '腾', '胰', '腥', '脂', '腹', '腊', '脸', '胜', '腰']",40.1946139760341,15147.0
6018,找,找,Simplified,38,87.54955555807558,"['拔', '拌', '扶', '拮', '拉', '扯', '挂', '接', '拢', '抹']",33.266348196286515,11606.0
6019,伺,伺,Simplified,121,104.0203066281628,"['固', '例', '向', '园', '闭', '依', '亿', '口', '佝', '伐']",34.0813495263475,11504.0
6020,卅,卅,Simplified,3,98.89675298160007,"['廾', '业', '付', '材', '开', '井', '册', '世', '叶', '十']",26.89450490376006,9477.0
6021,享,享,Simplified,127,106.41946398014736,"['京', '孝', '字', '系', '亭', '司', '亨', '妾', '呈', '户']",26.287777334970073,8869.0
6022,乃,乃,Simplified,32,94.248850980971,"['贝', '几', '兀', '凡', '己', '石', '历', '页', '乙', '方']",26.771977910402743,9058.0
6023,沤,沤,Simplified,20,103.15541095898608,"['论', '泊', '诹', '泥', '伦', '泣', '渡', '派', '间', '沦']",31.838216745197723,11040.0
6024,辄,辄,Simplified,43,134.2900610582504,"['锕', '彻', '锄', '媚', '荆', '枫', '滨', '忧', '拘', '稠']",34.46009438818693,13884.0
6025,炬,炬,Simplified,35,115.63953669539146,"['坦', '烂', '但', '阑', '允', '煌', '电', '她', '烬', '旭']",33.35111172041145,12582.0
6026,魔,魔,Simplified,23,135.24650157113564,"['糜', '撬', '橇', '癫', '麝', '靡', '葱', '瘾', '瘸', '喷']",40.11494866910611,15265.0
6027,眼,眼,Simplified,137,114.76352196365464,"['躬', '路', '助', '眶', '邮', '旺', '昭', '筹', '影', '果']",39.69739457115816,14780.0
6028,乍,乍,Simplified,33,107.5978931161839,"['牟', '斥', '卡', '午', '矢', '久', '手', '夕', '仓', '名']",19.32706883253837,6987.0
6029,噜,噜,Simplified,41,123.6290594490159,"['呜', '嗅', '嘈', '唾', '嗄', '唤', '鸣', '丝', '咚', '啰']",38.30285599013089,13865.0
6030,埠,埠,Simplified,24,117.72808114149288,"['坎', '浆', '垮', '坪', '荣', '昔', '垃', '咱', '娟', '埃']",28.518278795672064,9943.0
6031,偎,偎,Simplified,63,114.86140140735954,"['俚', '偶', '厘', '俱', '倔', '促', '侵', '信', '调', '傻']",37.07666182838102,13583.0
6032,遐,遐,Simplified,58,109.78379148702398,"['逻', '遗', '遏', '遮', '遛', '迅', '遂', '退', '监', '恩']",39.690010207183875,14354.0
6033,脾,脾,Simplified,63,117.981198646612,"['朕', '服', '膘', '肢', '肱', '饵', '腊', '肿', '脐', '股']",33.74823123056103,13548.0
6034,处,处,Simplified,38,112.77547495373528,"['好', '坐', '咎', '如', '权', '女', '玉', '怂', '双', '创']",29.56333686213329,10295.0
6035,绷,绷,Simplified,25,136.74339416977926,"['硼', '锕', '朔', '锄', '铆', '掰', '铜', '期', '溯', '娴']",45.421956485483506,15579.0
6036,芮,芮,Simplified,21,102.03627976686246,"['丙', '茨', '内', '压', '党', '苟', '涡', '友', '石', '闷']",31.023544470908377,10626.0
6037,犀,犀,Simplified,79,110.93373602352172,"['允', '劈', '阿', '月', '禹', '另', '房', '荼', '身', '络']",29.652313859086274,11081.0
6038,坪,坪,Simplified,72,106.92340745206646,"['讶', '评', '呵', '坊', '滨', '目', '诺', '昔', '牙', '裙']",26.711868095351967,9706.0
6039,枪,枪,Simplified,37,99.81174340878124,"['检', '抢', '松', '托', '挽', '规', '杉', '抱', '抡', '拍']",34.73287296881781,12099.0
6040,班,班,Simplified,92,110.01890649165536,"['啄', '红', '沉', '菌', '纽', '玷', '纺', '钜', '拢', '蛀']",34.97719808552655,12011.0
6041,嗑,嗑,Simplified,28,116.320203128812,"['咳', '嚏', '咦', '吱', '哇', '咕', '啧', '啼', '喷', '瞌']",36.00048058162629,12981.0
6042,摸,摸,Simplified,92,98.6366569740656,"['挠', '拌', '揍', '拱', '拔', '拦', '挂', '挟', '拴', '找']",38.228634056672426,13874.0
6043,努,努,Simplified,14,115.09032426571213,"['帛', '芳', '闭', '仞', '佣', '鸟', '奥', '勿', '帮', '卑']",32.17602825744024,11750.0
6044,后,后,Simplified,33,107.41137409195468,"['巨', '匡', '任', '仨', '官', '住', '便', '白', '念', '厉']",28.782925008907803,9242.0
6045,携,携,Simplified,110,114.828719016345,"['捻', '撸', '投', '掂', '擒', '探', '拴', '指', '推', '搽']",38.55305363898817,13471.0
6046,嵌,嵌,Simplified,68,118.08279243490752,"['家', '算', '晏', '莽', '巅', '颇', '宵', '戴', '宝', '镇']",33.170119416019354,12658.0
6047,晖,晖,Simplified,16,115.10964581613582,"['畔', '晔', '眸', '哩', '胆', '哗', '昨', '瞻', '膊', '呷']",34.0512308880487,13171.0
6048,册,册,Simplified,10,109.99977120843336,"['卅', '谓', '咖', '沉', '佣', '珊', '沥', '邢', '树', '奴']",35.443675963555414,12882.0
6049,封,封,Simplified,29,108.99540828946166,"['卦', '村', '枢', '讨', '打', '树', '药', '林', '虹', '昔']",33.34202020345225,11678.0
6050,做,做,Simplified,141,105.9032751289604,"['侠', '供', '曲', '俱', '似', '傍', '倌', '挨', '他', '侈']",34.330344870751354,12071.0
6051,卢,卢,Simplified,44,120.29803535397924,"['卡', '与', '产', '牛', '告', '手', '羊', '占', '丰', '大']",18.450253097239482,6497.0
6052,荆,荆,Simplified,87,112.59937021872436,"['剁', '莽', '判', '划', '剖', '剃', '芜', '卅', '勘', '苟']",37.160916805202696,12417.0
6053,针,针,Simplified,80,98.10344398741724,"['奴', '缺', '社', '牙', '秆', '故', '忧', '烁', '划', '壮']",27.265057715635052,9404.0
6054,践,践,Simplified,46,114.00309838358471,"['阴', '跷', '晏', '读', '贵', '遣', '跟', '崴', '算', '跑']",35.70428985185358,13006.0
6055,募,募,Simplified,8,115.8434219888526,"['喜', '剪', '菩', '荤', '裹', '雾', '茗', '孽', '芳', '菱']",32.13036115247696,11893.0
6056,跛,跛,Simplified,56,122.0199657534112,"['膛', '跷', '驶', '跟', '践', '嚣', '破', '殴', '跑', '骝']",40.562106769341725,14970.0
6057,督,督,Simplified,7,122.2697873225195,"['眷', '壹', '宵', '想', '昔', '盏', '静', '扬', '糁', '章']",32.76398519681692,12637.0
6058,忖,忖,Simplified,46,110.0333215845473,"['付', '快', '怯', '忙', '恬', '杖', '惊', '估', '村', '过']",29.052405838990904,9712.0
6059,丝,丝,Simplified,110,104.78102178206257,"['亟', '咳', '唯', '工', '江', '迟', '旦', '任', '昔', '达']",29.41580660394471,9990.0
6060,辖,辖,Simplified,120,119.19635767340836,"['飨', '撸', '掺', '嗟', '糕', '掸', '拴', '愕', '嘘', '拮']",39.621723610165326,14627.0
6061,廿,廿,Simplified,44,94.45195807756872,"['士', '七', '丁', '江', '兀', '口', '几', '囗', '红', '开']",25.881759182658133,9291.0
6062,艇,艇,Simplified,77,129.24402867009695,"['链', '匙', '斜', '胖', '矬', '柩', '脚', '肠', '腻', '滕']",39.24090902550677,13963.0
6063,豆,豆,Simplified,35,108.42220137483994,"['迈', '区', '巨', '哀', '毛', '废', '皂', '运', '系', '逗']",28.017580137708478,9384.0
6064,诈,诈,Simplified,101,107.25455540773764,"['诉', '论', '洋', '诠', '泣', '诓', '设', '讼', '讫', '玷']",26.46360448334163,9038.0
6065,碑,碑,Simplified,67,130.4403523208397,"['砷', '碎', '确', '碘', '础', '破', '砍', '辟', '硕', '犟']",33.83266446777931,12751.0
6066,荒,荒,Simplified,63,109.3571033130266,"['虎', '浇', '尧', '疾', '责', '茎', '著', '竞', '隶', '壳']",32.604685904484036,10801.0
6067,蹬,蹬,Simplified,34,133.08441065448253,"['踏', '澄', '踱', '路', '瞳', '篮', '蹿', '橙', '避', '瞪']",47.039586896917385,16191.0
6068,军,军,Simplified,28,106.46937466385108,"['呆', '写', '京', '昊', '乘', '罗', '导', '钉', '寄', '晃']",28.574864428298344,10117.0
6069,牧,牧,Simplified,72,105.57599636563172,"['电', '敌', '浓', '敝', '沉', '性', '妆', '些', '救', '七']",33.2891188022564,12041.0
6070,挫,挫,Simplified,133,102.5497990529746,"['投', '挑', '拴', '揽', '控', '抱', '弥', '扳', '择', '扮']",34.287089314583156,12665.0
6071,氛,氛,Simplified,67,116.17611197379854,"['氢', '党', '针', '剃', '岚', '菊', '氪', '尊', '虎', '象']",33.84006799204782,11299.0
6072,庄,庄,Simplified,98,104.71219960942425,"['庆', '住', '巨', '在', '泣', '匡', '亡', '压', '井', '迁']",26.665350741688055,9346.0
6073,错,错,Simplified,64,101.65292885322052,"['销', '铢', '镇', '锡', '锚', '镖', '钕', '锁', '钙', '铝']",42.24653514668492,14810.0
6074,温,温,Simplified,24,112.59178588438704,"['诡', '混', '课', '涡', '湿', '浪', '涅', '谎', '谙', '渥']",36.26523765793512,13132.0
6075,求,求,Simplified,17,96.72661508127258,"['拔', '末', '权', '术', '扩', '找', '打', '扶', '拌', '夹']",27.184622459214246,9023.0
