,rendered_character,simplified_character,period,image_id,dataset,distinctiveness,nearest neighbours,period_stream
593,初,初,Oracle,J10714,hzy,110.91069813628027,"['合', '宜', '伯', '旨', '宣', '令', '吉', '耳', '食', '网']",Oracle
594,利,利,Oracle,J10713,hzy,111.92692255504105,"['归', '帛', '服', '朕', '衍', '绥', '休', '卯', '牧', '既']",Oracle
595,耳,耳,Oracle,J25869,hzy,105.87194249480332,"['冬', '合', '终', '乃', '土', '乘', '它', '寅', '食', '宣']",Oracle
596,兄,兄,Oracle,J20735,hzy,100.91318307226086,"['须', '邑', '己', '它', '寅', '厂', '午', '乃', '步', '戈']",Oracle
597,兽,兽,Oracle,J29896,hzy,116.71989339483396,"['网', '比', '兄', '祝', '服', '晨', '步', '羽', '子', '辟']",Oracle
598,九,九,Oracle,J29841,hzy,102.48172920226732,"['有', '王', '己', '旬', '又', '乙', '乃', '它', '戈', '尸']",Oracle
599,司,司,Oracle,J21070,hzy,101.54816955377284,"['祠', '后', '合', '同', '宣', '或', '工', '承', '曰', '君']",Oracle
600,旨,旨,Oracle,J11912,hzy,97.01576316328546,"['吉', '缶', '白', '伯', '工', '祖', '冬', '宾', '言', '曰']",Oracle
601,千,千,Oracle,J04847,hzy,98.53827231509952,"['父', '于', '乙', '尸', '戈', '在', '大', '外', '卜', '乃']",Oracle
602,断,断,Oracle,J29195,hzy,120.16919445987476,"['单', '辛', '鸟', '幽', '保', '旦', '孙', '多', '眉', '新']",Oracle
603,允,允,Oracle,J20531,hzy,109.35092737246984,"['辰', '犀', '帛', '兄', '京', '盂', '屯', '唯', '晨', '它']",Oracle
604,旁,旁,Oracle,J00144,hzy,114.10196387601852,"['牡', '徐', '黄', '方', '进', '游', '京', '兄', '牢', '兵']",Oracle
605,八,八,Oracle,J01423,hzy,97.45569803304278,"['小', '入', '廿', '外', '才', '又', '甲', '七', '壬', '土']",Oracle
606,征,征,Oracle,J03463,hzy,105.620104075044,"['正', '辛', '五', '步', '师', '保', '奠', '旦', '扬', '巳']",Oracle
607,福,福,Oracle,J00311,hzy,106.46450571436844,"['队', '成', '它', '休', '兄', '丁', '己', '乃', '戈', '及']",Oracle
608,比,比,Oracle,J19533,hzy,108.26738360124396,"['休', '外', '逢', '乙', '牧', '古', '作', '取', '寅', '廿']",Oracle
609,齿,齿,Oracle,J04455,hzy,106.08326159713708,"['山', '丘', '古', '口', '工', '田', '后', '死', '廿', '公']",Oracle
610,使,使,Oracle,J19037,hzy,123.6638581945255,"['史', '先', '服', '如', '光', '次', '禾', '儿', '鬼', '克']",Oracle
611,旋,旋,Oracle,J16226,hzy,125.43781311174548,"['中', '蒙', '赤', '合', '化', '百', '寅', '命', '族', '只']",Oracle
612,侯,侯,Oracle,J13307,hzy,115.07770187357136,"['至', '采', '追', '糸', '盂', '游', '止', '屯', '干', '辛']",Oracle
613,国,国,Oracle,J15430,hzy,100.2782921273416,"['或', '戈', '壬', '于', '工', '乃', '士', '又', '后', '己']",Oracle
614,多,多,Oracle,J16790,hzy,103.47849319827915,"['己', '申', '眉', '又', '厂', '丁', '它', '五', '旦', '乃']",Oracle
615,天,天,Oracle,J00016,hzy,109.28284322886334,"['夫', '它', '黄', '母', '元', '牧', '年', '戈', '责', '疑']",Oracle
616,系,系,Oracle,J27878,hzy,107.55449964341705,"['旧', '既', '申', '它', '绍', '冬', '午', '止', '兹', '合']",Oracle
617,宾,宾,Oracle,J15750,hzy,99.50391234345602,"['宣', '宗', '伯', '祖', '冬', '终', '旨', '且', '祠', '余']",Oracle
618,宋,宋,Oracle,J17631,hzy,118.30242237350588,"['牡', '徐', '余', '乘', '寅', '行', '年', '牧', '依', '逢']",Oracle
619,宅,宅,Oracle,J17452,hzy,110.23123114007258,"['内', '疾', '宾', '丙', '唯', '向', '反', '牡', '宗', '余']",Oracle
620,牢,牢,Oracle,J01790,hzy,111.95533427759676,"['辟', '贝', '寝', '羊', '牡', '旦', '取', '客', '巳', '明']",Oracle
621,衍,衍,Oracle,J24243,hzy,107.99354513028254,"['小', '卯', '冬', '逢', '伊', '北', '后', '老', '宾', '利']",Oracle
622,帛,帛,Oracle,J18567,hzy,106.40431931932658,"['鄙', '不', '乙', '寅', '巳', '兄', '游', '命', '允', '元']",Oracle
623,刚,刚,Oracle,J10727,hzy,119.61407324763096,"['枚', '承', '兹', '老', '取', '祥', '卯', '西', '丘', '后']",Oracle
624,长,长,Oracle,J21480,hzy,114.0917195911332,"['又', '戎', '大', '戈', '尸', '化', '于', '年', '牧', '分']",Oracle
625,朱,朱,Oracle,J14162,hzy,95.25888322300658,"['束', '糸', '木', '未', '尸', '又', '须', '牛', '兮', '采']",Oracle
626,田,田,Oracle,J28582,hzy,111.95239890003552,"['工', '后', '齿', '日', '祖', '缶', '古', '亡', '牡', '月']",Oracle
627,疆,疆,Oracle,J27699,hzy,121.44618358951568,"['强', '犀', '洛', '彭', '飨', '东', '卿', '福', '辰', '陵']",Oracle
628,气,气,Oracle,J00876,hzy,90.04398280888093,"['二', '三', '壬', '戈', '四', '上', '己', '丁', '乃', '于']",Oracle
629,陆,陆,Oracle,J29477,hzy,121.4564894718839,"['爰', '绥', '牧', '外', '南', '朕', '动', '先', '传', '尽']",Oracle
630,名,名,Oracle,J02122,hzy,114.709427986461,"['工', '旨', '公', '明', '相', '冬', '月', '后', '承', '曰']",Oracle
631,美,美,Oracle,J09284,hzy,114.88559121366146,"['牧', '先', '观', '炎', '年', '禾', '央', '吴', '束', '午']",Oracle
632,士,士,Oracle,J00885,hzy,85.30850205015132,"['戈', '甲', '才', '七', '生', '壬', '王', '入', '在', '口']",Oracle
633,酒,酒,Oracle,J31203,hzy,126.46040718256504,"['秉', '谷', '福', '休', '牡', '宣', '侵', '河', '州', '次']",Oracle
634,卢,卢,Oracle,J12330,hzy,133.50201577194244,"['镬', '彭', '尽', '召', '齐', '卿', '率', '曹', '飨', '昔']",Oracle
635,玉,玉,Oracle,J00833,hzy,108.60600092954078,"['束', '于', '干', '元', '夫', '弗', '戈', '尸', '井', '学']",Oracle
636,载,载,Oracle,J29301,hzy,117.14000552005332,"['马', '鼓', '画', '典', '既', '武', '兴', '鄙', '只', '责']",Oracle
637,吴,吴,Oracle,J23652,hzy,127.34390243024522,"['美', '牧', '央', '夫', '年', '观', '又', '大', '亦', '禾']",Oracle
638,若,若,Oracle,J01146,hzy,125.09455412253848,"['登', '光', '儿', '异', '服', '页', '妃', '祈', '涉', '闻']",Oracle
639,丽,丽,Oracle,J22448,hzy,124.6642852424874,"['竞', '奚', '兴', '敏', '队', '侄', '系', '它', '降', '只']",Oracle
640,糸,糸,Oracle,J27905,hzy,96.95032114210125,"['朱', '束', '尸', '乃', '戈', '申', '它', '乙', '又', '木']",Oracle
641,旅,旅,Oracle,J16331,hzy,112.19288516766407,"['疾', '迟', '大', '元', '依', '北', '合', '获', '亦', '化']",Oracle
642,言,言,Oracle,J04908,hzy,111.11262271767214,"['工', '缶', '盂', '旨', '干', '甫', '曰', '止', '王', '旬']",Oracle
643,再,再,Oracle,J09960,hzy,118.531468365344,"['死', '亟', '因', '工', '合', '位', '旨', '百', '州', '眉']",Oracle
644,祖,祖,Oracle,J00420,hzy,98.65272195503675,"['且', '旨', '宾', '丹', '伯', '亡', '奠', '后', '白', '日']",Oracle
645,典,典,Oracle,J10974,hzy,114.88147517326476,"['画', '登', '涉', '载', '足', '兄', '武', '曹', '南', '既']",Oracle
646,子,子,Oracle,J30562,hzy,109.4192048923098,"['承', '犀', '又', '方', '老', '石', '用', '成', '旬', '保']",Oracle
647,楚,楚,Oracle,J14427,hzy,128.11820323829383,"['载', '解', '相', '七', '甲', '鼓', '武', '步', '传', '页']",Oracle
648,足,足,Oracle,J04475,hzy,105.98762664005244,"['出', '步', '告', '工', '折', '口', '兄', '曰', '廿', '旦']",Oracle
649,何,何,Oracle,J18901,hzy,109.55972611400573,"['在', '少', '卯', '巾', '旗', '大', '学', '后', '古', '小']",Oracle
650,羊,羊,Oracle,J08992,hzy,102.00610697496413,"['牡', '余', '父', '贝', '伯', '牛', '衣', '徐', '北', '厂']",Oracle
651,后,后,Oracle,J21057,hzy,93.77962082477836,"['祠', '司', '丘', '或', '公', '亡', '廿', '月', '丁', '日']",Oracle
652,先,先,Oracle,J20872,hzy,103.797784354094,"['央', '未', '牧', '又', '朱', '束', '禾', '午', '美', '既']",Oracle
653,夫,夫,Oracle,J23982,hzy,100.13738612720373,"['年', '大', '天', '井', '学', '于', '元', '尸', '逆', '获']",Oracle
654,增,增,Oracle,J28401,hzy,126.977783025109,"['降', '系', '祭', '吹', '绍', '执', '步', '既', '初', '葬']",Oracle
655,作,作,Oracle,J19019,hzy,105.6022270020156,"['古', '牛', '曰', '牡', '廿', '生', '又', '工', '口', '申']",Oracle
656,安,安,Oracle,J17526,hzy,118.29512279694416,"['家', '官', '客', '六', '衍', '宣', '宾', '宗', '牢', '冬']",Oracle
657,古,古,Oracle,J04775,hzy,95.2122025299832,"['丘', '亡', '氏', '口', '老', '止', '士', '作', '尹', '直']",Oracle
658,畏,畏,Oracle,J21372,hzy,121.67979727818596,"['奴', '牢', '飨', '队', '即', '御', '晨', '辟', '门', '妃']",Oracle
659,祈,祈,Oracle,J00507,hzy,114.78795662669133,"['先', '牧', '观', '母', '绥', '既', '奚', '竞', '果', '品']",Oracle
660,单,单,Oracle,J02841,hzy,109.17269845347428,"['厂', '辛', '午', '先', '乐', '毕', '须', '牛', '保', '步']",Oracle
661,年,年,Oracle,J17187,hzy,103.7483139902458,"['夫', '牧', '大', '元', '立', '获', '逢', '学', '又', '寅']",Oracle
662,执,执,Oracle,J23764,hzy,116.75045092545338,"['游', '葬', '虞', '系', '般', '既', '始', '祭', '朕', '侄']",Oracle
663,可,可,Oracle,J11573,hzy,124.0370289951314,"['或', '后', '国', '工', '乙', '听', '月', '向', '进', '古']",Oracle
664,召,召,Oracle,J02159,hzy,138.3941253729163,"['曹', '卢', '西', '遣', '盟', '虎', '犹', '既', '首', '闻']",Oracle
665,宣,宣,Oracle,J17492,hzy,97.5928322284481,"['宾', '向', '同', '丁', '冬', '且', '伯', '祠', '家', '日']",Oracle
666,卯,卯,Oracle,J30901,hzy,100.80123599997236,"['伊', '古', '止', '牛', '后', '在', '父', '小', '冬', '干']",Oracle
667,不,不,Oracle,J25458,hzy,111.45527477140443,"['商', '唯', '帛', '京', '休', '晨', '井', '元', '辛', '帝']",Oracle
668,宜,宜,Oracle,J17573,hzy,105.50126034839197,"['合', '旦', '臣', '吉', '初', '兹', '命', '豆', '网', '旨']",Oracle
669,林,林,Oracle,J14376,hzy,116.5588179012068,"['涉', '析', '枚', '莫', '此', '未', '生', '步', '来', '受']",Oracle
670,羞,羞,Oracle,J30875,hzy,110.95824031985914,"['牧', '午', '淮', '朕', '队', '率', '州', '毕', '系', '它']",Oracle
671,宝,宝,Oracle,J17539,hzy,125.9440028012333,"['降', '傧', '羽', '廿', '鲁', '丁', '育', '口', '公', '问']",Oracle
672,丘,丘,Oracle,J19612,hzy,93.9503897334188,"['古', '后', '冬', '公', '终', '赤', '土', '齿', '口', '廿']",Oracle
673,祥,祥,Oracle,J00172,hzy,118.56123864897909,"['降', '二', '丘', '牧', '吹', '羞', '果', '牢', '刚', '归']",Oracle
674,兴,兴,Oracle,J05254,hzy,118.80392258216402,"['竞', '奚', '载', '先', '既', '丽', '武', '登', '典', '牧']",Oracle
675,木,木,Oracle,J14138,hzy,100.29185598928323,"['朱', '卜', '外', '生', '束', '旗', '糸', '人', '未', '之']",Oracle
676,见,见,Oracle,J20931,hzy,113.04436732245009,"['绥', '媚', '蜀', '鬼', '歌', '兄', '页', '先', '午', '儿']",Oracle
677,土,土,Oracle,J28345,hzy,94.0755916913383,"['今', '廿', '冬', '终', '丘', '伯', '五', '士', '丁', '弓']",Oracle
678,农,农,Oracle,J05277,hzy,135.13095668150078,"['莫', '散', '丽', '林', '枚', '祈', '牧', '南', '先', '敏']",Oracle
679,传,传,Oracle,J19038,hzy,112.73117993745882,"['牧', '南', '又', '队', '休', '福', '赤', '爰', '止', '曹']",Oracle
680,三,三,Oracle,J00549,hzy,97.62434801566624,"['气', '四', '二', '曰', '寅', '今', '戈', '又', '旬', '永']",Oracle
681,己,己,Oracle,J30377,hzy,89.25618629292333,"['乃', '丁', '日', '五', '戈', '壬', '工', '气', '厂', '乙']",Oracle
682,同,同,Oracle,J18196,hzy,105.81153973025638,"['公', '宣', '司', '去', '承', '宾', '氏', '口', '丹', '合']",Oracle
683,豆,豆,Oracle,J12057,hzy,101.20310318098262,"['五', '旦', '吉', '臣', '师', '巳', '奠', '己', '旨', '追']",Oracle
684,麦,麦,Oracle,J13932,hzy,115.19333942248284,"['旧', '牧', '午', '逐', '鄙', '系', '马', '它', '元', '裘']",Oracle
685,王,王,Oracle,J00738,hzy,93.25442277902464,"['立', '士', '工', '大', '旬', '戈', '曰', '口', '又', '己']",Oracle
686,豚,豚,Oracle,J21975,hzy,108.56700596257728,"['它', '元', '逐', '友', '祠', '合', '多', '干', '有', '义']",Oracle
687,又,又,Oracle,J05654,hzy,92.42097748094162,"['戈', '有', '申', '父', '生', '厂', '禾', '旬', '朱', '王']",Oracle
688,巳,巳,Oracle,J30998,hzy,93.59158141209136,"['曲', '旦', '师', '旬', '乙', '五', '己', '厂', '白', '有']",Oracle
689,少,少,Oracle,J01409,hzy,108.50825567131088,"['小', '何', '尹', '廿', '八', '老', '分', '大', '古', '北']",Oracle
690,问,问,Oracle,J02172,hzy,122.04483435381252,"['羽', '同', '昱', '即', '祥', '廿', '降', '后', '公', '唐']",Oracle
691,妾,妾,Oracle,J04992,hzy,114.00931432072798,"['鄙', '邑', '旧', '盂', '辛', '唯', '追', '马', '每', '五']",Oracle
692,宰,宰,Oracle,J17541,hzy,115.46113322428404,"['逐', '辰', '陵', '宾', '宣', '爰', '东', '乃', '它', '丁']",Oracle
693,般,般,Oracle,J20093,hzy,121.53176210578933,"['衍', '执', '成', '伊', '丁', '酌', '舞', '多', '枚', '乃']",Oracle
694,史,史,Oracle,J06258,hzy,116.7194657588076,"['先', '牧', '服', '使', '央', '足', '禾', '攸', '方', '父']",Oracle
695,伐,伐,Oracle,J19149,hzy,111.11557323373611,"['井', '夫', '戈', '巾', '休', '父', '逆', '尹', '年', '王']",Oracle
696,义,义,Oracle,J27308,hzy,115.25484620584044,"['既', '豚', '裘', '牧', '卒', '先', '多', '它', '马', '戈']",Oracle
697,食,食,Oracle,J12805,hzy,107.38094866617192,"['会', '令', '鄙', '合', '命', '百', '耳', '旨', '武', '角']",Oracle
698,此,此,Oracle,J03318,hzy,113.40789273134904,"['祝', '既', '老', '牧', '林', '古', '御', '正', '格', '枚']",Oracle
699,日,日,Oracle,J16048,hzy,90.77412522721627,"['丁', '己', '工', '曰', '口', '廿', '月', '亡', '伯', '气']",Oracle
700,男,男,Oracle,J28809,hzy,130.49071733892748,"['听', '祭', '后', '昱', '扬', '鲁', '蜀', '异', '央', '如']",Oracle
701,乐,乐,Oracle,J14187,hzy,120.49047004128812,"['单', '果', '毕', '阳', '齐', '辛', '央', '矢', '丝', '儿']",Oracle
702,及,及,Oracle,J05898,hzy,110.51778251513836,"['它', '乃', '黄', '福', '队', '戈', '南', '午', '己', '母']",Oracle
703,宁,宁,Oracle,J11560,hzy,121.98660587269516,"['牢', '宰', '蜀', '丁', '绥', '寝', '厂', '客', '下', '见']",Oracle
704,幽,幽,Oracle,J10092,hzy,116.76358522597586,"['兹', '鸟', '孙', '追', '豆', '旦', '断', '畜', '绝', '系']",Oracle
705,入,入,Oracle,J13031,hzy,93.07322594354515,"['七', '甲', '才', '八', '士', '有', '外', '二', '廿', '口']",Oracle
706,鼎,鼎,Oracle,J16966,hzy,124.781709062722,"['既', '绍', '先', '系', '贞', '韦', '姜', '绥', '采', '祭']",Oracle
707,直,直,Oracle,J27315,hzy,112.534340078065,"['古', '氏', '丘', '爵', '承', '卯', '相', '老', '后', '小']",Oracle
708,莫,莫,Oracle,J01357,hzy,113.28555038351058,"['生', '受', '林', '折', '步', '足', '口', '成', '牧', '方']",Oracle
709,工,工,Oracle,J11036,hzy,89.09508183556821,"['曰', '缶', '日', '言', '口', '王', '白', '己', '廿', '旬']",Oracle
710,文,文,Oracle,J21029,hzy,111.85446737065244,"['学', '游', '疾', '它', '黄', '糸', '元', '旧', '乘', '旗']",Oracle
711,贞,贞,Oracle,J07330,hzy,129.35947086083826,"['鼎', '丝', '韦', '乐', '归', '奚', '齐', '保', '帛', '矢']",Oracle
712,兹,兹,Oracle,J01048,hzy,104.60806069415426,"['合', '取', '眉', '冬', '宜', '止', '旧', '友', '丘', '网']",Oracle
713,从,从,Oracle,J19391,hzy,115.04938776576266,"['它', '旬', '尸', '有', '又', '友', '在', '小', '申', '乃']",Oracle
714,辛,辛,Oracle,J30487,hzy,102.90923737638782,"['奠', '征', '五', '须', '巳', '牛', '厂', '旦', '追', '止']",Oracle
715,吹,吹,Oracle,J02118,hzy,115.37751109555036,"['步', '眉', '格', '保', '牢', '正', '辰', '征', '取', '祝']",Oracle
716,夷,夷,Oracle,J23429,hzy,109.68851104009286,"['亦', '大', '疾', '夫', '学', '京', '陵', '旗', '去', '休']",Oracle
717,牡,牡,Oracle,J01692,hzy,98.88382181597429,"['羊', '牛', '牧', '徐', '又', '谷', '月', '方', '曰', '永']",Oracle
718,敏,敏,Oracle,J06938,hzy,115.04121835303404,"['它', '牧', '竞', '奚', '虞', '蔑', '旧', '系', '歌', '既']",Oracle
719,目,目,Oracle,J07831,hzy,112.77946596042447,"['丙', '石', '内', '老', '牡', '古', '作', '月', '休', '工']",Oracle
720,竞,竞,Oracle,J04977,hzy,109.15989942222082,"['午', '牧', '奚', '绥', '先', '既', '它', '厂', '乙', '敏']",Oracle
721,保,保,Oracle,J18788,hzy,106.5573517163208,"['新', '须', '征', '晨', '牛', '旬', '步', '辛', '单', '犀']",Oracle
722,鬼,鬼,Oracle,J21355,hzy,116.80669415073984,"['歌', '邑', '兄', '见', '观', '追', '女', '奠', '儿', '蜀']",Oracle
723,鸣,鸣,Oracle,J09688,hzy,137.1370403684578,"['寇', '镬', '败', '袭', '育', '二', '上', '秦', '聋', '祥']",Oracle
724,历,历,Oracle,J02875,hzy,124.27311795214946,"['季', '果', '事', '祈', '毕', '观', '昔', '既', '竞', '齐']",Oracle
725,明,明,Oracle,J16491,hzy,116.48059769646906,"['名', '牢', '贝', '眉', '句', '丁', '山', '冬', '宣', '丘']",Oracle
726,闻,闻,Oracle,J25907,hzy,123.94210711173704,"['服', '绥', '惠', '昔', '果', '儿', '光', '春', '比', '祈']",Oracle
727,甲,甲,Oracle,J29964,hzy,84.24041504588178,"['七', '才', '士', '戈', '入', '于', '在', '外', '兮', '口']",Oracle
728,诺,诺,Oracle,J04925,hzy,125.1245832762507,"['丰', '先', '媚', '祈', '次', '见', '页', '解', '服', '如']",Oracle
729,仆,仆,Oracle,J05000,hzy,140.42731206935244,"['解', '奚', '登', '页', '诺', '兴', '稻', '绥', '丽', '动']",Oracle
730,戈,戈,Oracle,J26731,hzy,83.04636643703724,"['于', '壬', '士', '甲', '乃', '七', '气', '乙', '又', '才']",Oracle
731,获,获,Oracle,J22664,hzy,109.9773132321312,"['夫', '年', '牧', '旗', '亦', '尸', '午', '逢', '疑', '只']",Oracle
732,绍,绍,Oracle,J27916,hzy,113.0960291143919,"['系', '戚', '既', '乙', '酌', '采', '对', '冬', '竞', '岁']",Oracle
733,礼,礼,Oracle,J00170,hzy,137.24122095385866,"['异', '页', '若', '如', '丰', '复', '使', '光', '犹', '登']",Oracle
734,旬,旬,Oracle,J21295,hzy,95.89110861454334,"['有', '曰', '王', '工', '止', '巳', '又', '在', '口', '九']",Oracle
735,即,即,Oracle,J12604,hzy,114.05841908600765,"['御', '归', '休', '系', '冬', '承', '兹', '多', '帛', '卯']",Oracle
736,依,依,Oracle,J18936,hzy,110.4343105409824,"['衣', '合', '余', '逢', '谷', '旨', '牡', '吉', '旅', '徐']",Oracle
737,谷,谷,Oracle,J24744,hzy,109.0368252968236,"['牡', '牧', '伯', '逢', '依', '旨', '族', '宾', '衣', '今']",Oracle
738,乎,乎,Oracle,J11647,hzy,102.52361182633554,"['兮', '分', '又', '在', '尸', '七', '朱', '生', '方', '甲']",Oracle
739,毕,毕,Oracle,J07029,hzy,116.05105210691173,"['午', '单', '羞', '兄', '事', '牧', '孙', '歌', '观', '武']",Oracle
740,受,受,Oracle,J10440,hzy,109.42555664393711,"['尹', '生', '牧', '莫', '折', '舟', '公', '永', '方', '牛']",Oracle
741,申,申,Oracle,J31135,hzy,96.12682242241306,"['止', '又', '乙', '尸', '乃', '须', '戈', '糸', '己', '父']",Oracle
742,井,井,Oracle,J12552,hzy,100.47351540475108,"['逆', '夫', '戎', '伐', '伊', '在', '休', '巾', '方', '戈']",Oracle
743,口,口,Oracle,J02114,hzy,86.11466134817769,"['廿', '亡', '曰', '白', '工', '丁', '公', '士', '日', '伯']",Oracle
744,好,好,Oracle,J26185,hzy,128.78524875050664,"['折', '既', '朕', '蔑', '果', '虞', '吹', '旧', '敏', '曹']",Oracle
745,西,西,Oracle,J25779,hzy,115.7121289189137,"['格', '曹', '步', '涉', '足', '利', '光', '春', '出', '子']",Oracle
746,视,视,Oracle,J20965,hzy,121.40384784510238,"['画', '旁', '姜', '绥', '次', '既', '申', '责', '多', '服']",Oracle
747,追,追,Oracle,J03555,hzy,105.68519232311743,"['五', '奠', '邑', '辛', '侯', '豆', '盂', '游', '己', '耳']",Oracle
748,叔,叔,Oracle,J06055,hzy,114.535095217439,"['它', '逐', '系', '止', '游', '克', '兹', '合', '州', '有']",Oracle
749,歌,歌,Oracle,J20979,hzy,112.22480851217992,"['午', '鬼', '观', '旧', '绥', '见', '页', '牧', '它', '敏']",Oracle
750,斗,斗,Oracle,J29266,hzy,117.77503315929503,"['它', '豚', '旅', '多', '元', '逐', '追', '祭', '有', '淮']",Oracle
751,逐,逐,Oracle,J03603,hzy,108.80414164030968,"['它', '豚', '元', '叔', '祭', '己', '辰', '合', '厂', '宰']",Oracle
752,监,监,Oracle,J19737,hzy,131.00054450570855,"['袭', '见', '画', '兴', '典', '既', '妃', '马', '载', '竞']",Oracle
753,外,外,Oracle,J16675,hzy,90.49643340082636,"['卜', '小', '乙', '甲', '二', '八', '才', '廿', '入', '七']",Oracle
754,卒,卒,Oracle,J19875,hzy,115.34437523623596,"['母', '逐', '豚', '义', '季', '竞', '它', '多', '午', '牧']",Oracle
755,尹,尹,Oracle,J05802,hzy,99.91089104813388,"['亡', '口', '夭', '老', '古', '受', '巾', '外', '公', '廿']",Oracle
756,服,服,Oracle,J20164,hzy,111.1358041466256,"['光', '绥', '既', '史', '利', '先', '异', '页', '儿', '闻']",Oracle
757,永,永,Oracle,J24729,hzy,104.40022818909286,"['学', '犀', '化', '牡', '河', '三', '牧', '今', '卜', '尹']",Oracle
758,相,相,Oracle,J07935,hzy,113.87700381927084,"['折', '牧', '省', '名', '直', '旗', '公', '氏', '口', '承']",Oracle
759,良,良,Oracle,J13655,hzy,117.63010503918127,"['帛', '既', '允', '鄙', '淮', '服', '蔑', '曹', '比', '晨']",Oracle
760,去,去,Oracle,J12442,hzy,113.1759729040638,"['同', '疾', '赤', '公', '夫', '夷', '大', '唯', '宣', '司']",Oracle
761,正,正,Oracle,J03381,hzy,106.2742395870583,"['征', '止', '步', '眉', '君', '牛', '古', '巳', '申', '贝']",Oracle
762,昔,昔,Oracle,J16164,hzy,120.32879455137838,"['惠', '牧', '步', '牡', '祈', '自', '观', '光', '闻', '莫']",Oracle
763,封,封,Oracle,J28400,hzy,117.21535066295355,"['克', '止', '束', '惠', '步', '采', '朱', '先', '未', '出']",Oracle
764,人,人,Oracle,J18740,hzy,106.78569600474133,"['外', '木', '卜', '廿', '氏', '亡', '口', '尹', '牧', '后']",Oracle
765,葬,葬,Oracle,J01360,hzy,122.9784055797151,"['执', '降', '既', '祭', '利', '献', '游', '绍', '衍', '竞']",Oracle
766,有,有,Oracle,J16477,hzy,95.4822464180735,"['旬', '厂', '又', '入', '九', '乃', '寅', '在', '乙', '巳']",Oracle
767,室,室,Oracle,J17468,hzy,120.70608684658256,"['家', '寝', '丁', '宣', '牢', '牡', '宰', '耳', '安', '土']",Oracle
768,甫,甫,Oracle,J07767,hzy,112.41050878620348,"['干', '工', '邦', '止', '君', '元', '祠', '言', '司', '盂']",Oracle
769,责,责,Oracle,J15758,hzy,117.2369601961531,"['既', '天', '马', '盂', '旧', '足', '季', '宿', '载', '时']",Oracle
770,水,水,Oracle,J24051,hzy,116.06646340666482,"['牧', '卜', '御', '午', '比', '星', '逆', '小', '申', '既']",Oracle
771,丝,丝,Oracle,J27967,hzy,119.51984559352368,"['降', '阳', '孙', '系', '追', '征', '奠', '归', '乐', '绝']",Oracle
772,大,大,Oracle,J23203,hzy,98.0178856491689,"['立', '夭', '王', '夫', '今', '千', '年', '入', '尸', '又']",Oracle
773,二,二,Oracle,J28198,hzy,89.13256851622523,"['气', '上', '三', '丁', '壬', '下', '廿', '小', '外', '戈']",Oracle
774,乍,乍,Oracle,J27514,hzy,113.01429070181608,"['告', '步', '出', '止', '格', '旬', '曰', '之', '涉', '克']",Oracle
775,贝,贝,Oracle,J15465,hzy,106.50946998833936,"['旦', '羊', '巳', '斤', '格', '眉', '牡', '正', '取', '牢']",Oracle
776,东,东,Oracle,J14293,hzy,113.17792041701436,"['辰', '干', '允', '卯', '黄', '祭', '屯', '虞', '鼓', '采']",Oracle
777,黍,黍,Oracle,J17311,hzy,146.84840797435805,"['秦', '仓', '镬', '兴', '散', '载', '牢', '冲', '前', '执']",Oracle
778,山,山,Oracle,J21382,hzy,108.83244774913052,"['齿', '丘', '死', '公', '口', '曰', '因', '格', '自', '古']",Oracle
779,死,死,Oracle,J10659,hzy,111.4878942653404,"['山', '因', '齿', '子', '井', '自', '宾', '丘', '足', '君']",Oracle
780,逆,逆,Oracle,J03477,hzy,106.32327683681773,"['逢', '井', '休', '夫', '牧', '行', '伊', '元', '旗', '寅']",Oracle
781,兮,兮,Oracle,J11577,hzy,95.3509609311895,"['乎', '在', '七', '甲', '尸', '才', '士', '牛', '朱', '生']",Oracle
782,遣,遣,Oracle,J03531,hzy,126.9457355024104,"['盟', '鲁', '喜', '叔', '幽', '豆', '合', '儿', '州', '曹']",Oracle
783,始,始,Oracle,J26167,hzy,117.02727433765315,"['队', '鄙', '奚', '逐', '豚', '母', '执', '系', '它', '祭']",Oracle
784,勿,勿,Oracle,J21538,hzy,119.28294075736136,"['旨', '犬', '千', '依', '乘', '衣', '百', '食', '中', '对']",Oracle
785,鸟,鸟,Oracle,J09543,hzy,111.5217656657854,"['旦', '巳', '取', '幽', '己', '游', '保', '厂', '断', '眉']",Oracle
786,来,来,Oracle,J13915,hzy,111.77461274573008,"['分', '夭', '方', '牡', '又', '大', '父', '朱', '未', '乎']",Oracle
787,爵,爵,Oracle,J12783,hzy,111.5850013838006,"['承', '卯', '直', '古', '氏', '取', '老', '外', '人', '君']",Oracle
788,蒙,蒙,Oracle,J18214,hzy,119.9866009206558,"['兄', '央', '育', '旋', '午', '叔', '河', '观', '寅', '它']",Oracle
789,阳,阳,Oracle,J29476,hzy,122.64153445648276,"['丝', '单', '儿', '乐', '孙', '扬', '归', '降', '保', '毕']",Oracle
790,飨,飨,Oracle,J12833,hzy,123.932046540425,"['畏', '卿', '齐', '御', '即', '降', '奴', '利', '疆', '强']",Oracle
791,如,如,Oracle,J26314,hzy,119.29329510560648,"['先', '既', '页', '异', '折', '女', '绥', '光', '使', '见']",Oracle
792,网,网,Oracle,J18247,hzy,109.7366629333919,"['承', '兹', '宜', '兽', '合', '丹', '取', '家', '且', '辰']",Oracle
